#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:29:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf2809ea7aa	
#INFO	-out.max=9999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=9999
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1b}&key:source=J/A+A/616/A10/tablea1b&HTTPPRM:&&-ref=VIZ5bf2809ea7aa&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1b&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=NGC2168&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1b
#-source=J/A+A/616/A10/tablea1b
#-out=Source
#-out=Cluster
#Cluster=NGC2168
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	deg	deg
   3426314047333449088	NGC2168 	092.29033	+24.69399	13.086	092.29033	+24.69399
   3426288861645332096	NGC2168 	092.10329	+24.55800	16.070	092.10329	+24.55800
   3426278966041161472	NGC2168 	091.97157	+24.35357	13.009	091.97157	+24.35357
   3426283570245622272	NGC2168 	092.22357	+24.45462	16.577	092.22357	+24.45462
   3426285941067614848	NGC2168 	092.07929	+24.47674	14.450	092.07929	+24.47674
   3426276075524488192	NGC2168 	092.01489	+24.35828	19.021	092.01489	+24.35828
   3426296107253920896	NGC2168 	092.49231	+24.50425	16.217	092.49231	+24.50425
   3426314837607437824	NGC2168 	092.25772	+24.70404	13.667	092.25772	+24.70404
   3426288170152830464	NGC2168 	092.14619	+24.56019	19.138	092.14619	+24.56019
   3426282711252203392	NGC2168 	092.10972	+24.45988	14.304	092.10972	+24.45988
   3426272128452987008	NGC2168 	091.91404	+24.18849	16.071	091.91404	+24.18849
   3426320983705044096	NGC2168 	092.41299	+24.79026	18.384	092.41299	+24.79026
   3426274499275171712	NGC2168 	092.07370	+24.26809	15.508	092.07370	+24.26809
   3426310336481717632	NGC2168 	092.32688	+24.61889	 8.778	092.32688	+24.61889
   3426281366923834752	NGC2168 	092.13133	+24.36471	10.856	092.13133	+24.36471
   3426272918726984192	NGC2168 	091.87717	+24.19061	14.621	091.87717	+24.19061
   3426325592205831680	NGC2168 	091.80125	+24.41566	15.438	091.80125	+24.41566
   3426334594457177600	NGC2168 	091.92462	+24.54515	14.970	091.92462	+24.54515
   3426294457986398848	NGC2168 	092.44785	+24.46457	19.472	092.44785	+24.46457
   3426286349086481408	NGC2168 	091.97684	+24.45969	18.319	091.97684	+24.45969
   3426294080029201152	NGC2168 	092.34227	+24.41663	19.023	092.34227	+24.41663
   3426332184977700096	NGC2168 	091.79949	+24.57723	18.787	091.79949	+24.57723
   3426282986130470400	NGC2168 	092.21831	+24.43079	17.664	092.21831	+24.43079
   3426282779972048896	NGC2168 	092.20703	+24.40687	14.168	092.20703	+24.40687
   3426285764975767040	NGC2168 	092.04246	+24.45865	19.441	092.04246	+24.45865
   3426294698504570752	NGC2168 	092.41672	+24.46509	16.357	092.41672	+24.46509
   3426287414238446976	NGC2168 	092.09153	+24.49450	19.224	092.09153	+24.49450
   3426281607442490752	NGC2168 	092.15582	+24.41358	18.764	092.15582	+24.41358
   3426294629785093376	NGC2168 	092.38091	+24.46377	14.945	092.38091	+24.46377
   3426280782808284544	NGC2168 	092.12222	+24.34724	12.230	092.12222	+24.34724
   3426313669376336000	NGC2168 	092.30830	+24.64632	14.939	092.30830	+24.64632
   3426280576649857920	NGC2168 	092.11998	+24.31136	11.921	092.11998	+24.31136
   3426286314726728832	NGC2168 	091.95932	+24.45488	15.890	091.95932	+24.45488
   3426284601037760896	NGC2168 	092.21161	+24.50066	 8.057	092.21161	+24.50066
   3426314665808749312	NGC2168 	092.26001	+24.68792	16.105	092.26001	+24.68792
   3426287929634644480	NGC2168 	092.17018	+24.55096	18.748	092.17018	+24.55096
   3426289956860522624	NGC2168 	092.49053	+24.36484	16.547	092.49053	+24.36484
   3426286555244988800	NGC2168 	091.97375	+24.49718	18.587	091.97375	+24.49718
   3426282913114240768	NGC2168 	092.23328	+24.41974	16.371	092.23328	+24.41974
   3426332017476858496	NGC2168 	091.77618	+24.54442	14.383	091.77618	+24.54442
   3426290437894766208	NGC2168 	092.41248	+24.34749	12.166	092.41248	+24.34749
   3426311745231047296	NGC2168 	092.19338	+24.58816	14.004	092.19338	+24.58816
   3426285696251440896	NGC2168 	092.07850	+24.45348	17.555	092.07850	+24.45348
   3426307445967641856	NGC2168 	092.28148	+24.53126	16.182	092.28148	+24.53126
   3426289647622848896	NGC2168 	092.44578	+24.34064	13.252	092.44578	+24.34064
   3426279790674584064	NGC2168 	091.85446	+24.37511	16.406	091.85446	+24.37511
   3426275770585136256	NGC2168 	092.05350	+24.33022	16.537	092.05350	+24.33022
   3426311573428750208	NGC2168 	092.21565	+24.59744	19.851	092.21565	+24.59744
   3426271505681099136	NGC2168 	092.26503	+24.41934	18.451	092.26503	+24.41934
   3426276968877545472	NGC2168 	091.86975	+24.29270	18.292	091.86975	+24.29270
   3426280409149815808	NGC2168 	091.93619	+24.43624	13.145	091.93619	+24.43624
   3426287139362131200	NGC2168 	092.10904	+24.46184	18.528	092.10904	+24.46184
   3426288857347595648	NGC2168 	092.09525	+24.55913	18.757	092.09525	+24.55913
   3426310783158295040	NGC2168 	092.38037	+24.63775	11.583	092.38037	+24.63775
   3426280924545868544	NGC2168 	092.09382	+24.34617	12.175	092.09382	+24.34617
   3426277144974732928	NGC2168 	091.90796	+24.31930	15.212	091.90796	+24.31930
   3426295179540916864	NGC2168 	092.29278	+24.46483	18.399	092.29278	+24.46483
   3426290712774763008	NGC2168 	092.39693	+24.36079	17.873	092.39693	+24.36079
   3426274632415329280	NGC2168 	092.08544	+24.28460	18.830	092.08544	+24.28460
   3426293946883989376	NGC2168 	092.38071	+24.41438	15.077	092.38071	+24.41438
   3426319231358396032	NGC2168 	092.51657	+24.79801	15.787	092.51657	+24.79801
   3426281470003493632	NGC2168 	092.12958	+24.39471	17.837	092.12958	+24.39471
   3426314420994896000	NGC2168 	092.29939	+24.70964	15.701	092.29939	+24.70964
   3426282844394744320	NGC2168 	092.20216	+24.40894	18.594	092.20216	+24.40894
   3426288788628107776	NGC2168 	092.11547	+24.55326	15.508	092.11547	+24.55326
   3426282810033289600	NGC2168 	092.18732	+24.39312	18.409	092.18732	+24.39312
   3426272605190635264	NGC2168 	091.96442	+24.20992	18.804	091.96442	+24.20992
   3426329642356829312	NGC2168 	091.74649	+24.46781	17.347	091.74649	+24.46781
   3426315524802189312	NGC2168 	092.26073	+24.74639	14.698	092.26073	+24.74639
   3426290437896839040	NGC2168 	092.41863	+24.34788	18.095	092.41863	+24.34788
   3426290437896838912	NGC2168 	092.42746	+24.34776	16.116	092.42746	+24.34776
   3426327378912174848	NGC2168 	091.89179	+24.45094	16.633	091.89179	+24.45094
   3426286039853304320	NGC2168 	091.98331	+24.43411	19.012	091.98331	+24.43411
   3426295523138341632	NGC2168 	092.39465	+24.48956	18.184	092.39465	+24.48956
   3426294148753879424	NGC2168 	092.36995	+24.42584	15.443	092.36995	+24.42584
   3426290712774774272	NGC2168 	092.39492	+24.37124	13.750	092.39492	+24.37124
   3426280611009885184	NGC2168 	092.10207	+24.32357	18.456	092.10207	+24.32357
   3426334040406092800	NGC2168 	092.00511	+24.54066	18.482	092.00511	+24.54066
   3426293942590256768	NGC2168 	092.38750	+24.42158	15.863	092.38750	+24.42158
   3426296145910200576	NGC2168 	092.47047	+24.49292	14.480	092.47047	+24.49292
   3426276419121661824	NGC2168 	091.82570	+24.25275	18.008	091.82570	+24.25275
   3426284665459365760	NGC2168 	092.17975	+24.48745	19.011	092.17975	+24.48745
   3426295901096334976	NGC2168 	092.37519	+24.53568	16.672	092.37519	+24.53568
   3426291743566999808	NGC2168 	092.55918	+24.42319	14.841	092.55918	+24.42319
   3426333353208611456	NGC2168 	091.95382	+24.48224	18.434	091.95382	+24.48224
   3426280924545872384	NGC2168 	092.08183	+24.34752	16.973	092.08183	+24.34752
   3426285421378224896	NGC2168 	092.01850	+24.44030	18.881	092.01850	+24.44030
   3426326240742593536	NGC2168 	091.74495	+24.40551	19.210	091.74495	+24.40551
   3426287998354112896	NGC2168 	092.14507	+24.54792	18.921	092.14507	+24.54792
   3426286727043665280	NGC2168 	092.04905	+24.48844	18.710	092.04905	+24.48844
   3426283600309068800	NGC2168 	092.22472	+24.45819	17.687	092.22472	+24.45819
   3426315215564540672	NGC2168 	092.29826	+24.72570	15.717	092.29826	+24.72570
   3426273880799597696	NGC2168 	091.92757	+24.27909	16.794	091.92757	+24.27909
   3426272364672445184	NGC2168 	091.96545	+24.19300	18.154	091.96545	+24.19300
   3426284394879346304	NGC2168 	092.19394	+24.47240	11.524	092.19394	+24.47240
   3426307583406596608	NGC2168 	092.33154	+24.52853	13.773	092.33154	+24.52853
   3426307244105326080	NGC2168 	092.27090	+24.50106	14.092	092.27090	+24.50106
   3426325970163019776	NGC2168 	091.68585	+24.37402	16.492	091.68585	+24.37402
   3426277518633346688	NGC2168 	091.77659	+24.28824	19.396	091.77659	+24.28824
   3426291331250126080	NGC2168 	092.43436	+24.41503	17.729	092.43436	+24.41503
   3426289578903375104	NGC2168 	092.47811	+24.34631	18.963	092.47811	+24.34631
   3426316551298648320	NGC2168 	092.49177	+24.69712	16.900	092.49177	+24.69712
   3426306866145444608	NGC2168 	092.63015	+24.77260	14.893	092.63015	+24.77260
   3426290712774762880	NGC2168 	092.39466	+24.36011	13.868	092.39466	+24.36011
   3426297481643580288	NGC2168 	092.42652	+24.56262	14.078	092.42652	+24.56262
   3426296145910199040	NGC2168 	092.46704	+24.50403	14.971	092.46704	+24.50403
   3426312432425822592	NGC2168 	092.15836	+24.59571	13.157	092.15836	+24.59571
   3426280404851671040	NGC2168 	091.92409	+24.42948	18.560	091.92409	+24.42948
   3426272433391929472	NGC2168 	092.00507	+24.19969	18.618	092.00507	+24.19969
   3426296077190722816	NGC2168 	092.47604	+24.49425	16.700	092.47604	+24.49425
   3426280752747529344	NGC2168 	092.11318	+24.33504	10.810	092.11318	+24.33504
   3426316796112449408	NGC2168 	092.49994	+24.74212	12.814	092.49994	+24.74212
   3426279270980231040	NGC2168 	091.95840	+24.39521	19.178	091.95840	+24.39521
   3426281714819863424	NGC2168 	092.05020	+24.35741	15.561	092.05020	+24.35741
   3426283772107817472	NGC2168 	092.22945	+24.48624	19.131	092.22945	+24.48624
   3426282363356748160	NGC2168 	092.13666	+24.41987	16.989	092.13666	+24.41987
   3426303705052926976	NGC2168 	092.49699	+24.59875	16.591	092.49699	+24.59875
   3426296455147841536	NGC2168 	092.45324	+24.52907	17.200	092.45324	+24.52907
   3426284528022069248	NGC2168 	092.22906	+24.49068	18.386	092.22906	+24.49068
   3426277415554144384	NGC2168 	091.83892	+24.29365	19.358	091.83892	+24.29365
   3426329470558061952	NGC2168 	091.71109	+24.43506	19.102	091.71109	+24.43506
   3426308343616955392	NGC2168 	092.22228	+24.54192	14.100	092.22228	+24.54192
   3426281989697769728	NGC2168 	092.03162	+24.37636	15.754	092.03162	+24.37636
   3426283707684565760	NGC2168 	092.23483	+24.47229	12.168	092.23483	+24.47229
   3426285082074203136	NGC2168 	092.04354	+24.40658	15.166	092.04354	+24.40658
   3426284910275402368	NGC2168 	092.19427	+24.52860	15.262	092.19427	+24.52860
   3426285528750775808	NGC2168 	092.06993	+24.44077	16.572	092.06993	+24.44077
   3426288140090809984	NGC2168 	092.16230	+24.55513	16.671	092.16230	+24.55513
   3426334933756767744	NGC2168 	091.89577	+24.57380	17.483	091.89577	+24.57380
   3426294629785079296	NGC2168 	092.38545	+24.45657	17.338	092.38545	+24.45657
   3426334040403509760	NGC2168 	092.01774	+24.54289	18.886	092.01774	+24.54289
   3426284120001472128	NGC2168 	092.13278	+24.45071	17.516	092.13278	+24.45071
   3426296107253904896	NGC2168 	092.49068	+24.49598	17.890	092.49068	+24.49598
   3426289578903387136	NGC2168 	092.48009	+24.35320	13.894	092.48009	+24.35320
   3426280890186143744	NGC2168 	092.07824	+24.33030	16.410	092.07824	+24.33030
   3426327207113506176	NGC2168 	091.83848	+24.44613	16.885	091.83848	+24.44613
   3426284871619520256	NGC2168 	092.18627	+24.52371	19.527	092.18627	+24.52371
   3426275358268321152	NGC2168 	091.96782	+24.30190	16.722	091.96782	+24.30190
   3426297211062084608	NGC2168 	092.44789	+24.53889	15.051	092.44789	+24.53889
   3426327516351117056	NGC2168 	091.90175	+24.47027	14.739	091.90175	+24.47027
   3426290781494256896	NGC2168 	092.38258	+24.37868	19.299	092.38258	+24.37868
   3426296180269934080	NGC2168 	092.48240	+24.50444	15.549	092.48240	+24.50444
   3426279752016528768	NGC2168 	091.88429	+24.37891	19.136	091.88429	+24.37891
   3426288616829395072	NGC2168 	092.04170	+24.54545	16.132	092.04170	+24.54545
   3426276870096827264	NGC2168 	091.93180	+24.29527	11.873	091.93180	+24.29527
   3426294835941316992	NGC2168 	092.32953	+24.42664	12.613	092.32953	+24.42664
   3426281783539323264	NGC2168 	092.08407	+24.36428	14.650	092.08407	+24.36428
   3426276350402194560	NGC2168 	091.85216	+24.25715	19.251	091.85216	+24.25715
   3426283913843042816	NGC2168 	092.14100	+24.44023	13.919	092.14100	+24.44023
   3426289785061814272	NGC2168 	092.47524	+24.35199	18.319	092.47524	+24.35199
   3426297069326636416	NGC2168 	092.42771	+24.52436	18.504	092.42771	+24.52436
   3426286422104004992	NGC2168 	091.96159	+24.47138	13.837	091.96159	+24.47138
   3426283913843045760	NGC2168 	092.13379	+24.44039	16.742	092.13379	+24.44039
   3426283084911243136	NGC2168 	092.16075	+24.41512	19.199	092.16075	+24.41512
   3426271544337590528	NGC2168 	092.25448	+24.41475	17.663	092.25448	+24.41475
   3426287723476143488	NGC2168 	092.16294	+24.51655	18.994	092.16294	+24.51655
   3426280164333478528	NGC2168 	091.96617	+24.41719	17.914	091.96617	+24.41719
   3426285734909184384	NGC2168 	092.09051	+24.46724	11.446	092.09051	+24.46724
   3426327718210887552	NGC2168 	091.89946	+24.47883	10.040	091.89946	+24.47883
   3426287895274891648	NGC2168 	092.15604	+24.54443	17.600	092.15604	+24.54443
   3426284463598819712	NGC2168 	092.18998	+24.48495	13.438	092.18998	+24.48495
   3426287860915132928	NGC2168 	092.18632	+24.53375	17.386	092.18632	+24.53375
   3426312771725653120	NGC2168 	092.12004	+24.63240	17.501	092.12004	+24.63240
   3426305594838181632	NGC2168 	092.67725	+24.70906	14.820	092.67725	+24.70906
   3426282092776956928	NGC2168 	092.07877	+24.39263	18.672	092.07877	+24.39263
   3426271303819415680	NGC2168 	092.28537	+24.41412	16.901	092.28537	+24.41412
   3426275628847802752	NGC2168 	092.02573	+24.31639	19.656	092.02573	+24.31639
   3426273258025551744	NGC2168 	091.89431	+24.22545	11.790	091.89431	+24.22545
   3426304014290256128	NGC2168 	092.48866	+24.63051	15.383	092.48866	+24.63051
   3426280542290387200	NGC2168 	092.10801	+24.31325	17.757	092.10801	+24.31325
   3426282642532728064	NGC2168 	092.12626	+24.44121	14.901	092.12626	+24.44121
   3426275633146191616	NGC2168 	092.03577	+24.32386	18.741	092.03577	+24.32386
   3426286903140306176	NGC2168 	092.00799	+24.50515	14.762	092.00799	+24.50515
   3426281817899049728	NGC2168 	092.09982	+24.37442	17.752	092.09982	+24.37442
   3426284429239079680	NGC2168 	092.20356	+24.47986	17.626	092.20356	+24.47986
   3426286009787088384	NGC2168 	092.06732	+24.49313	17.904	092.06732	+24.49313
   3426308270601405056	NGC2168 	092.26634	+24.55136	17.424	092.26634	+24.55136
   3426287001926185856	NGC2168 	092.01790	+24.51385	19.559	092.01790	+24.51385
   3426311740933422976	NGC2168 	092.19404	+24.59247	16.118	092.19404	+24.59247
   3426295832376050176	NGC2168 	092.38528	+24.52179	19.200	092.38528	+24.52179
   3426294114386811648	NGC2168 	092.35086	+24.42425	12.298	092.35086	+24.42425
   3426291193809051392	NGC2168 	092.46904	+24.41839	12.836	092.46904	+24.41839
   3426282951770738048	NGC2168 	092.20850	+24.41663	18.595	092.20850	+24.41663
   3426291056372190464	NGC2168 	092.45985	+24.39790	16.031	092.45985	+24.39790
   3426282363356740992	NGC2168 	092.13826	+24.41611	14.166	092.13826	+24.41611
   3426281092046276480	NGC2168 	092.15127	+24.34816	17.705	092.15127	+24.34816
   3426276109884241664	NGC2168 	092.02786	+24.36395	17.498	092.02786	+24.36395
   3426294835944430592	NGC2168 	092.33213	+24.42644	17.350	092.33213	+24.42644
   3426307759501379968	NGC2168 	092.30314	+24.53124	16.966	092.30314	+24.53124
   3426281023326805888	NGC2168 	092.10274	+24.35196	18.563	092.10274	+24.35196
   3426285425671582592	NGC2168 	092.00852	+24.44649	16.059	092.00852	+24.44649
   3426284802898372096	NGC2168 	092.19376	+24.51116	19.218	092.19376	+24.51116
   3426287379878753536	NGC2168 	092.13604	+24.51143	14.651	092.13604	+24.51143
   3426282127136699392	NGC2168 	092.06332	+24.39701	17.351	092.06332	+24.39701
   3426295042101945856	NGC2168 	092.34226	+24.45938	14.878	092.34226	+24.45938
   3426280061254225536	NGC2168 	091.93159	+24.40043	16.896	091.93159	+24.40043
   3426287963994340352	NGC2168 	092.12753	+24.53069	16.432	092.12753	+24.53069
   3426308549775365248	NGC2168 	092.24754	+24.57651	16.396	092.24754	+24.57651
   3426288238872209024	NGC2168 	092.06718	+24.51367	17.022	092.06718	+24.51367
   3426331295922364160	NGC2168 	091.78844	+24.50632	19.623	091.78844	+24.50632
   3426294870301054464	NGC2168 	092.34125	+24.43649	12.959	092.34125	+24.43649
   3426307171089700224	NGC2168 	092.31541	+24.51349	15.087	092.31541	+24.51349
   3426274013939954176	NGC2168 	092.00840	+24.23778	18.342	092.00840	+24.23778
   3426284154361203200	NGC2168 	092.14627	+24.45469	15.309	092.14627	+24.45469
   3426294870304164736	NGC2168 	092.34839	+24.43852	16.986	092.34839	+24.43852
   3426765942315116416	NGC2168 	092.23948	+25.23042	17.685	092.23948	+25.23042
   3426755776129375616	NGC2168 	092.65356	+25.16745	13.657	092.65356	+25.16745
   3426766492071071232	NGC2168 	092.28105	+25.26639	15.691	092.28105	+25.26639
   3426776318957017344	NGC2168 	092.59522	+25.46758	18.935	092.59522	+25.46758
   3426778999016582656	NGC2168 	092.31408	+25.45618	17.925	092.31408	+25.45618
   3426766320270968448	NGC2168 	092.25341	+25.23366	11.507	092.25341	+25.23366
   3426755256435214208	NGC2168 	092.44641	+25.23251	13.517	092.44641	+25.23251
   3426774261668268672	NGC2168 	092.43307	+25.34657	15.880	092.43307	+25.34657
   3426771817832102656	NGC2168 	092.28753	+25.36626	19.832	092.28753	+25.36626
   3426761342406999936	NGC2168 	092.49365	+25.28148	17.661	092.49365	+25.28148
   3426762368902689792	NGC2168 	092.65789	+25.32739	16.146	092.65789	+25.32739
   3426776495051238272	NGC2168 	092.49493	+25.41815	17.987	092.49493	+25.41815
   3426757184878637696	NGC2168 	092.64136	+25.21620	14.762	092.64136	+25.21620
   3426776387676532736	NGC2168 	092.60135	+25.47768	18.371	092.60135	+25.47768
   3426770963133418880	NGC2168 	092.29183	+25.30428	14.312	092.29183	+25.30428
   3426767870756959744	NGC2168 	092.35067	+25.28737	16.269	092.35067	+25.28737
   3426754878479328384	NGC2168 	092.42554	+25.22329	16.611	092.42554	+25.22329
   3426782709867978880	NGC2168 	092.88294	+25.37459	17.811	092.88294	+25.37459
   3426771512889217792	NGC2168 	092.33845	+25.33620	16.487	092.33845	+25.33620
   3426755256438732544	NGC2168 	092.43811	+25.22552	19.060	092.43811	+25.22552
   3426758353109691520	NGC2168 	092.75104	+25.26588	14.692	092.75104	+25.26588
   3426786352000291584	NGC2168 	092.73805	+25.38469	17.752	092.73805	+25.38469
   3425538234504984960	NGC2168 	092.58748	+24.30473	12.245	092.58748	+24.30473
   3425536898769546496	NGC2168 	092.75975	+24.34532	11.380	092.75975	+24.34532
   3425541464320395264	NGC2168 	092.59859	+24.42059	13.110	092.59859	+24.42059
   3425546416417072512	NGC2168 	092.69108	+24.41285	15.959	092.69108	+24.41285
   3425537856548298496	NGC2168 	092.60038	+24.27465	19.436	092.60038	+24.27465
   3425540296089476352	NGC2168 	092.65615	+24.36055	15.452	092.65615	+24.36055
   3425538784260880384	NGC2168 	092.50568	+24.30953	18.370	092.50568	+24.30953
   3425546480842196864	NGC2168 	092.72005	+24.42593	11.981	092.72005	+24.42593
   3425541155082750976	NGC2168 	092.65000	+24.39274	12.990	092.65000	+24.39274
   3425542838710113024	NGC2168 	092.75009	+24.36103	16.746	092.75009	+24.36103
   3425540742765891200	NGC2168 	092.62442	+24.37927	12.869	092.62442	+24.37927
   3425536619597362816	NGC2168 	092.69650	+24.31215	14.465	092.69650	+24.31215
   3425546583921730816	NGC2168 	092.72015	+24.44488	16.267	092.72015	+24.44488
   3425523940853473024	NGC2168 	092.81134	+24.26047	17.564	092.81134	+24.26047
   3425547168037257344	NGC2168 	092.67921	+24.42437	17.635	092.67921	+24.42437
   3425523429752130176	NGC2168 	092.77646	+24.23644	18.257	092.77646	+24.23644
   3425536967489025408	NGC2168 	092.74320	+24.35262	11.745	092.74320	+24.35262
   3425534493587924224	NGC2168 	092.59796	+24.24930	15.067	092.59796	+24.24930
   3425537478590388352	NGC2168 	092.55962	+24.25655	15.751	092.55962	+24.25655
   3425539986851833472	NGC2168 	092.63638	+24.36183	17.847	092.63638	+24.36183
   3425520887131544576	NGC2168 	092.68207	+24.11688	15.570	092.68207	+24.11688
   3425538852980376576	NGC2168 	092.49565	+24.31981	17.550	092.49565	+24.31981
   3425534592372654336	NGC2168 	092.62164	+24.23324	19.287	092.62164	+24.23324
   3425524048227401088	NGC2168 	092.80479	+24.28854	12.633	092.80479	+24.28854
   3425540158650540032	NGC2168 	092.70946	+24.37070	19.088	092.70946	+24.37070
   3425549573219058048	NGC2168 	092.78148	+24.55015	16.237	092.78148	+24.55015
   3425538273156772224	NGC2168 	092.60522	+24.32472	19.347	092.60522	+24.32472
   3425533870817808384	NGC2168 	092.68965	+24.23830	19.143	092.68965	+24.23830
   3425537684749182592	NGC2168 	092.54637	+24.25846	18.542	092.54637	+24.25846
   3425538719835758080	NGC2168 	092.48181	+24.29594	14.788	092.48181	+24.29594
   3425532913039973120	NGC2168 	092.64453	+24.15098	16.349	092.64453	+24.15098
   3425538479317586432	NGC2168 	092.50734	+24.28131	14.332	092.50734	+24.28131
   3425532981759447680	NGC2168 	092.63275	+24.16798	14.965	092.63275	+24.16798
   3425526968805419776	NGC2168 	093.13413	+24.28425	16.871	093.13413	+24.28425
   3425538651116283904	NGC2168 	092.47588	+24.28416	18.844	092.47588	+24.28416
   3425538376238375296	NGC2168 	092.51175	+24.26398	13.822	092.51175	+24.26398
   3425549298341155840	NGC2168 	092.85080	+24.56145	18.349	092.85080	+24.56145
   3425548267549082880	NGC2168 	092.81562	+24.47763	18.670	092.81562	+24.47763
   3425535661818981120	NGC2168 	092.78078	+24.26913	11.583	092.78078	+24.26913
   3425537345446224128	NGC2168 	092.54648	+24.23376	15.023	092.54648	+24.23376
   3425536344719375360	NGC2168 	092.71622	+24.28890	12.128	092.71622	+24.28890
   3425537276726748160	NGC2168 	092.54657	+24.22435	15.965	092.54657	+24.22435
   3425523700335599872	NGC2168 	092.84398	+24.24847	19.743	092.84398	+24.24847
   3425533046183902208	NGC2168 	092.67244	+24.17609	17.248	092.67244	+24.17609
   3425539956786290816	NGC2168 	092.61881	+24.35989	14.716	092.61881	+24.35989
   3425528373265078912	NGC2168 	093.08664	+24.36295	16.611	093.08664	+24.36295
   3425535799257924608	NGC2168 	092.79418	+24.29344	13.408	092.79418	+24.29344
   3425536688316887808	NGC2168 	092.68353	+24.33407	19.469	092.68353	+24.33407
   3425523361032665344	NGC2168 	092.74980	+24.21774	19.364	092.74980	+24.21774
   3425538479317584896	NGC2168 	092.50803	+24.28554	17.090	092.50803	+24.28554
   3425539643254394368	NGC2168 	092.66817	+24.33690	15.536	092.66817	+24.33690
   3425539780693344512	NGC2168 	092.62562	+24.33430	15.972	092.62562	+24.33430
   3425544011235334912	NGC2168 	092.92103	+24.40698	14.477	092.92103	+24.40698
   3425540674046621056	NGC2168 	092.58525	+24.36973	16.829	092.58525	+24.36973
   3425541812212122880	NGC2168 	092.83599	+24.31848	15.643	092.83599	+24.31848
   3425540781420010112	NGC2168 	092.60814	+24.37326	17.057	092.60814	+24.37326
   3425542014076343168	NGC2168 	092.77740	+24.33916	18.449	092.77740	+24.33916
   3425531847887961216	NGC2168 	092.93525	+24.36119	13.693	092.93525	+24.36119
   3425536383373496960	NGC2168 	092.69866	+24.30016	14.847	092.69866	+24.30016
   3425540781420008960	NGC2168 	092.61010	+24.37676	14.993	092.61010	+24.37676
   3425526517833868800	NGC2168 	093.09655	+24.27138	16.361	093.09655	+24.27138
   3425549440074002816	NGC2168 	092.76747	+24.52267	16.977	092.76747	+24.52267
   3425537856547893248	NGC2168 	092.60037	+24.27911	17.468	092.60037	+24.27911
   3425546583921735040	NGC2168 	092.72009	+24.45014	18.147	092.72009	+24.45014
   3425539711973732992	NGC2168 	092.65116	+24.34875	11.272	092.65116	+24.34875
   3425541567399932416	NGC2168 	092.64683	+24.44768	17.789	092.64683	+24.44768
   3425540983284302592	NGC2168 	092.59249	+24.39166	17.003	092.59249	+24.39166
   3425539578829170560	NGC2168 	092.64519	+24.32915	18.996	092.64519	+24.32915
   3425549714951913216	NGC2168 	092.73359	+24.54169	15.972	092.73359	+24.54169
   3425533527220321024	NGC2168 	092.67250	+24.20206	18.800	092.67250	+24.20206
   3425545901020926080	NGC2168 	092.88017	+24.51808	13.682	092.88017	+24.51808
   3425546583921738880	NGC2168 	092.71726	+24.45247	18.655	092.71726	+24.45247
   3425523189231611648	NGC2168 	092.77506	+24.21093	19.206	092.77506	+24.21093
   3425538200145684352	NGC2168 	092.56713	+24.30039	19.611	092.56713	+24.30039
