#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:31:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf282a85752	
#INFO	-out.max=9999	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=9999
#-out.add=_RAJ,_DEJ
#-order=I
#-out.src=J/A+A/616/A10/tablea1a
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1a}&key:source=J/A+A/616/A10/tablea1a&HTTPPRM:&&-ref=VIZ5bf282a85752&-out.max=9999&-out.form=HTML Table&-out.add=_RAJ,_DEJ&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Source&-out=Cluster&Cluster=praesepe&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=plx&-out=e_plx&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/616/A10/tablea1a
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/616/A10/tablea1a
#-out=Source
#-out=Cluster
#Cluster=praesepe
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=plx
#-out=e_plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1a:
#Name: J/A+A/616/A10/tablea1a
#Title: Stars in nine open clusters within 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	plx	(F6.3)	? Optimized parallax (only in tablea1a.dat) (1)	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	? Uncertainty on optimized parallax (only in tablea1a.dat)	[ucd=stat.error;pos.parallax]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
deg	deg	 	 	deg	deg	mag	mas	mas	deg	deg
130.6334000	+18.5910600	    660928259206807808	Praesepe	130.63340	+18.59106	15.129	 5.355	 0.084	130.63340	+18.59106
133.1650900	+19.4912300	    660678429548883968	Praesepe	133.16509	+19.49123	17.871	 5.558	 0.023	133.16509	+19.49123
133.6955900	+19.7864300	    660776595321126656	Praesepe	133.69559	+19.78643	18.684	 5.884	 0.037	133.69559	+19.78643
132.5567900	+19.6899800	    660725571110046080	Praesepe	132.55679	+19.68998	19.058	 5.430	 0.066	132.55679	+19.68998
130.8495000	+18.6791300	    660933073866203264	Praesepe	130.84950	+18.67913	15.602	 5.311	 0.053	130.84950	+18.67913
131.3380100	+18.8842300	    660953998946909952	Praesepe	131.33801	+18.88423	17.531	 5.343	 0.026	131.33801	+18.88423
130.8940600	+18.7537800	    660957400560960256	Praesepe	130.89406	+18.75378	17.334	 5.338	 0.029	130.89406	+18.75378
130.5528300	+18.6835600	    660976676374207616	Praesepe	130.55283	+18.68356	17.444	 5.526	 0.019	130.55283	+18.68356
131.1151900	+18.9692600	    660966849487603840	Praesepe	131.11519	+18.96926	16.717	 5.239	 0.053	131.11519	+18.96926
130.9504600	+18.8007000	    660957980380034688	Praesepe	130.95046	+18.80070	 9.980	 5.321	 0.012	130.95046	+18.80070
130.3706400	+18.7596400	    660981619879849728	Praesepe	130.37064	+18.75964	18.417	 5.456	 0.015	130.37064	+18.75964
130.6857100	+18.4666100	    660923105246007552	Praesepe	130.68571	+18.46661	17.763	 5.538	 0.026	130.68571	+18.46661
131.1504000	+18.5991400	    660939258619177984	Praesepe	131.15040	+18.59914	13.748	 5.423	 0.016	131.15040	+18.59914
132.7493600	+19.0098500	    660627753231184128	Praesepe	132.74936	+19.00985	17.713	 5.380	 0.011	132.74936	+19.00985
131.0551600	+18.9834200	    660969666987531008	Praesepe	131.05516	+18.98342	14.342	 5.348	 0.037	131.05516	+18.98342
132.7368000	+19.6160400	    660733095892705792	Praesepe	132.73680	+19.61604	16.433	 5.182	 0.017	132.73680	+19.61604
130.3985500	+18.7430000	    660981349298550272	Praesepe	130.39855	+18.74300	15.977	 5.354	 0.015	130.39855	+18.74300
130.3846500	+18.6695900	    660978669238963200	Praesepe	130.38465	+18.66959	16.627	 5.355	 0.023	130.38465	+18.66959
130.9776400	+18.8935300	    660962863759344768	Praesepe	130.97764	+18.89353	12.400	 5.330	 0.037	130.97764	+18.89353
131.1368900	+18.9639900	    660966883848803072	Praesepe	131.13689	+18.96399	16.173	 5.368	 0.037	131.13689	+18.96399
131.0709500	+18.7365600	    660944717521395840	Praesepe	131.07095	+18.73656	12.078	 5.307	 0.041	131.07095	+18.73656
130.9744700	+18.9505000	    660964405651410304	Praesepe	130.97447	+18.95050	19.414	 5.521	 0.021	130.97447	+18.95050
130.6401200	+18.4580200	    660921868295373312	Praesepe	130.64012	+18.45802	19.071	 5.667	 0.031	130.64012	+18.45802
130.8036500	+18.5307200	    660917921221670400	Praesepe	130.80365	+18.53072	15.864	 5.575	 0.074	130.80365	+18.53072
130.9137100	+18.4255200	    660913179577777152	Praesepe	130.91371	+18.42552	16.285	 5.403	 0.046	130.91371	+18.42552
132.7075100	+19.8101000	    660751581432060800	Praesepe	132.70751	+19.81010	16.534	 5.184	 0.075	132.70751	+19.81010
133.3874600	+20.2482100	    660862052286909312	Praesepe	133.38746	+20.24821	16.946	 5.281	 0.031	133.38746	+20.24821
130.8000000	+18.6958100	    660933310088402688	Praesepe	130.80000	+18.69581	18.050	 5.257	 0.046	130.80000	+18.69581
131.3375600	+18.8257000	    660950593036567296	Praesepe	131.33756	+18.82570	18.441	 5.637	 0.059	131.33756	+18.82570
131.3248500	+18.8903200	    660954067666386944	Praesepe	131.32485	+18.89032	 9.510	 5.497	 0.010	131.32485	+18.89032
131.3353700	+18.8753400	    660953998946910720	Praesepe	131.33537	+18.87534	 8.388	 5.527	 0.078	131.33537	+18.87534
131.1132300	+18.8723800	    660965097142415872	Praesepe	131.11323	+18.87238	17.712	 5.254	 0.048	131.11323	+18.87238
131.3120500	+18.7610400	    660948123431659648	Praesepe	131.31205	+18.76104	17.321	 5.241	 0.012	131.31205	+18.76104
132.9326200	+18.9929100	    660625171954182528	Praesepe	132.93262	+18.99291	18.871	 5.681	 0.013	132.93262	+18.99291
128.6003500	+19.7933600	    662859104704260224	Praesepe	128.60035	+19.79336	12.870	 5.222	 0.025	128.60035	+19.79336
127.7140400	+18.8976000	    662677758301970688	Praesepe	127.71404	+18.89760	17.298	 5.563	 0.040	127.71404	+18.89760
128.4674900	+19.4365600	    662813990368040832	Praesepe	128.46749	+19.43656	18.413	 5.727	 0.045	128.46749	+19.43656
128.8113900	+19.2754400	    662750222989808512	Praesepe	128.81139	+19.27544	15.786	 5.345	 0.018	128.81139	+19.27544
129.0449600	+19.6947500	    662801827020165504	Praesepe	129.04496	+19.69475	18.294	 5.378	 0.027	129.04496	+19.69475
128.8511000	+19.4288900	    662787468946178176	Praesepe	128.85110	+19.42889	19.087	 5.401	 0.042	128.85110	+19.42889
129.6393400	+22.6763100	    666026419751609344	Praesepe	129.63934	+22.67631	17.844	 5.596	 0.012	129.63934	+22.67631
129.2514000	+22.5463300	    666002578385539840	Praesepe	129.25140	+22.54633	12.449	 5.355	 0.038	129.25140	+22.54633
128.5424900	+19.8048900	    662859693116109312	Praesepe	128.54249	+19.80489	13.554	 5.292	 0.060	128.54249	+19.80489
128.4613500	+19.7828900	    662861136225126016	Praesepe	128.46135	+19.78289	14.894	 5.226	 0.011	128.46135	+19.78289
128.5146500	+19.7952300	    662859654460073984	Praesepe	128.51465	+19.79523	12.976	 5.360	 0.030	128.51465	+19.79523
128.3232600	+19.4306400	    662811653905586176	Praesepe	128.32326	+19.43064	13.360	 5.366	 0.024	128.32326	+19.43064
129.0585800	+19.6214400	    662797806930496256	Praesepe	129.05858	+19.62144	12.323	 5.228	 0.051	129.05858	+19.62144
129.0671500	+19.3779000	    662775266942252544	Praesepe	129.06715	+19.37790	17.833	 5.719	 0.051	129.06715	+19.37790
128.8167000	+19.2021300	    662748569425476224	Praesepe	128.81670	+19.20213	17.406	 5.152	 0.015	128.81670	+19.20213
128.9151400	+19.1267100	    662744210035689728	Praesepe	128.91514	+19.12671	16.062	 5.385	 0.052	128.91514	+19.12671
128.6456200	+19.0730100	    662740739702048512	Praesepe	128.64562	+19.07301	17.383	 5.522	 0.043	128.64562	+19.07301
128.3247700	+19.2757100	    662805061132155008	Praesepe	128.32477	+19.27571	16.816	 5.404	 0.020	128.32477	+19.27571
128.6652500	+19.1368300	    662741564335762560	Praesepe	128.66525	+19.13683	16.645	 5.752	 0.075	128.66525	+19.13683
127.7309200	+19.5554400	    662925629454594944	Praesepe	127.73092	+19.55544	10.647	 5.521	 0.038	127.73092	+19.55544
128.5100900	+19.3227200	    662765100756538624	Praesepe	128.51009	+19.32272	15.393	 5.050	 0.072	128.51009	+19.32272
129.0593500	+19.4250100	    662776439470251136	Praesepe	129.05935	+19.42501	15.672	 5.559	 0.079	129.05935	+19.42501
127.7124300	+19.3524100	    662912813272290688	Praesepe	127.71243	+19.35241	14.130	 5.488	 0.015	127.71243	+19.35241
127.6772600	+19.3751900	    662915940008482304	Praesepe	127.67726	+19.37519	17.824	 5.436	 0.023	127.67726	+19.37519
127.7507000	+19.4044200	    662919066744669568	Praesepe	127.75070	+19.40442	18.167	 5.529	 0.052	127.75070	+19.40442
129.0416000	+19.6384800	    662798086105290112	Praesepe	129.04160	+19.63848	17.960	 5.381	 0.038	129.04160	+19.63848
128.0742800	+19.5470200	    662828833775087488	Praesepe	128.07428	+19.54702	16.882	 5.140	 0.061	128.07428	+19.54702
129.0136800	+19.4246000	    662776576909207168	Praesepe	129.01368	+19.42460	17.598	 5.341	 0.030	129.01368	+19.42460
128.9380000	+19.6405300	    662800456927247744	Praesepe	128.93800	+19.64053	12.635	 5.429	 0.062	128.93800	+19.64053
129.1299300	+19.5925500	    662796814795084160	Praesepe	129.12993	+19.59255	16.834	 5.357	 0.039	129.12993	+19.59255
129.2645200	+19.5359600	    662784101691882624	Praesepe	129.26452	+19.53596	15.569	 5.467	 0.067	129.26452	+19.53596
128.9376400	+19.7711000	    662849900590743936	Praesepe	128.93764	+19.77110	 7.445	 5.524	 0.108	128.93764	+19.77110
127.3061200	+19.4799400	    662932260884134272	Praesepe	127.30612	+19.47994	11.042	 5.142	 0.010	127.30612	+19.47994
128.9003900	+19.5327900	    662792790408901504	Praesepe	128.90039	+19.53279	18.565	 5.704	 0.031	128.90039	+19.53279
128.8240300	+19.6361400	    662841379375655936	Praesepe	128.82403	+19.63614	11.633	 5.210	 0.031	128.82403	+19.63614
127.4944100	+19.4829900	    662930091923625216	Praesepe	127.49441	+19.48299	18.903	 5.213	 0.040	127.49441	+19.48299
129.0372300	+19.2299500	    662768914687563776	Praesepe	129.03723	+19.22995	15.485	 5.377	 0.025	129.03723	+19.22995
128.8204700	+19.9147600	    662855810465648000	Praesepe	128.82047	+19.91476	15.832	 5.354	 0.046	128.82047	+19.91476
128.8132400	+19.3754000	    662786743094868224	Praesepe	128.81324	+19.37540	18.562	 5.545	 0.017	128.81324	+19.37540
129.0411100	+19.2879000	    662769911119972224	Praesepe	129.04111	+19.28790	18.986	 5.528	 0.048	129.04111	+19.28790
128.9992900	+19.5254700	    662794787570424448	Praesepe	128.99929	+19.52547	12.844	 5.629	 0.069	128.99929	+19.52547
126.7741900	+19.6213400	    662975927814718464	Praesepe	126.77419	+19.62134	17.592	 5.201	 0.033	126.77419	+19.62134
128.8308700	+19.5900100	    662794169095142912	Praesepe	128.83087	+19.59001	 6.399	 5.248	 0.046	128.83087	+19.59001
132.0424000	+19.1499100	    660326310950043648	Praesepe	132.04240	+19.14991	19.352	 5.647	 0.058	132.04240	+19.14991
131.9240000	+18.9412600	    660298621296880256	Praesepe	131.92400	+18.94126	16.359	 5.599	 0.058	131.92400	+18.94126
131.9603600	+19.1530200	    660327960217390848	Praesepe	131.96036	+19.15302	17.412	 5.389	 0.065	131.96036	+19.15302
132.1058800	+19.1608900	    660325795553877376	Praesepe	132.10588	+19.16089	17.659	 5.275	 0.034	132.10588	+19.16089
132.1251300	+18.9509000	    660309646476713216	Praesepe	132.12513	+18.95090	18.694	 5.708	 0.012	132.12513	+18.95090
132.4972400	+19.1668900	    660317068180478336	Praesepe	132.49724	+19.16689	16.876	 5.296	 0.038	132.49724	+19.16689
131.9741800	+19.1314400	    660327685339473152	Praesepe	131.97418	+19.13144	17.466	 5.340	 0.017	131.97418	+19.13144
131.6374800	+18.9066600	    660295357121694080	Praesepe	131.63748	+18.90666	12.885	 5.415	 0.047	131.63748	+18.90666
131.7236000	+19.0490700	    660302744465435904	Praesepe	131.72360	+19.04907	17.681	 5.515	 0.061	131.72360	+19.04907
131.7705200	+18.9284500	    660297796663113344	Praesepe	131.77052	+18.92845	17.527	 5.415	 0.004	131.77052	+18.92845
131.7716900	+19.0360300	    660302538307005312	Praesepe	131.77169	+19.03603	18.517	 5.266	 0.019	131.77169	+19.03603
131.6384700	+18.7609100	    660288863131147264	Praesepe	131.63847	+18.76091	 9.079	 5.390	 0.015	131.63847	+18.76091
134.0070100	+19.2875900	    660553978576244736	Praesepe	134.00701	+19.28759	17.819	 5.902	 0.045	134.00701	+19.28759
127.3292400	+21.7155200	    665702858386928128	Praesepe	127.32924	+21.71552	18.664	 5.308	 0.044	127.32924	+21.71552
128.5882400	+21.8787700	    665580022322839040	Praesepe	128.58824	+21.87877	12.666	 5.050	 0.023	128.58824	+21.87877
128.8615900	+21.6504500	    665558165231918208	Praesepe	128.86159	+21.65045	17.873	 5.484	 0.032	128.86159	+21.65045
129.1073200	+22.0180600	    665596476340800768	Praesepe	129.10732	+22.01806	19.571	 5.313	 0.327	129.10732	+22.01806
128.2600000	+18.8510400	    662647998471924480	Praesepe	128.26000	+18.85104	17.253	 5.083	 0.041	128.26000	+18.85104
128.2210200	+18.5081100	    662603575626986368	Praesepe	128.22102	+18.50811	15.770	 5.461	 0.030	128.22102	+18.50811
128.2730800	+18.9301400	    662655183953995392	Praesepe	128.27308	+18.93014	15.866	 5.223	 0.047	128.27308	+18.93014
128.2070100	+18.7017000	    662633228081183872	Praesepe	128.20701	+18.70170	12.389	 5.252	 0.015	128.20701	+18.70170
128.3673800	+18.7267100	    662634430672023680	Praesepe	128.36738	+18.72671	18.051	 5.512	 0.024	128.36738	+18.72671
127.7453900	+18.6947100	    662665629314342272	Praesepe	127.74539	+18.69471	14.711	 5.294	 0.033	127.74539	+18.69471
128.3098400	+19.0767400	    662661540505500160	Praesepe	128.30984	+19.07674	15.469	 5.249	 0.058	128.30984	+19.07674
128.4329600	+18.7974100	    662640615424927744	Praesepe	128.43296	+18.79741	16.181	 5.181	 0.011	128.43296	+18.79741
128.5018800	+18.9266700	    662644326276577664	Praesepe	128.50188	+18.92667	16.293	 5.253	 0.025	128.50188	+18.92667
127.9288900	+18.4850900	    662600689408917888	Praesepe	127.92889	+18.48509	17.327	 5.472	 0.063	127.92889	+18.48509
126.3170800	+18.9108300	    662538498282258176	Praesepe	126.31708	+18.91083	18.759	 5.210	 0.066	126.31708	+18.91083
128.4082800	+18.9548400	    662655974227886720	Praesepe	128.40828	+18.95484	16.083	 5.479	 0.066	128.40828	+18.95484
128.2619000	+18.6825800	    662632540886348928	Praesepe	128.26190	+18.68258	12.985	 5.329	 0.038	128.26190	+18.68258
127.9759600	+18.7600200	    662625978176332160	Praesepe	127.97596	+18.76002	17.649	 5.429	 0.045	127.97596	+18.76002
128.0329900	+18.7407200	    662625668938685184	Praesepe	128.03299	+18.74072	16.274	 4.905	 0.026	128.03299	+18.74072
128.2820200	+18.7543300	    662635083506980992	Praesepe	128.28202	+18.75433	17.415	 5.182	 0.006	128.28202	+18.75433
128.1467000	+18.7359700	    662645284052268416	Praesepe	128.14670	+18.73597	18.081	 5.454	 0.051	128.14670	+18.73597
128.2317600	+18.7327800	    662633743477189632	Praesepe	128.23176	+18.73278	12.761	 5.416	 0.041	128.23176	+18.73278
127.9202600	+18.4952400	    662612440439438848	Praesepe	127.92026	+18.49524	16.822	 5.412	 0.048	127.92026	+18.49524
131.0026100	+20.6459200	    661836284012503552	Praesepe	131.00261	+20.64592	18.379	 5.331	 0.021	131.00261	+20.64592
126.7781300	+17.3225500	    662045092440012288	Praesepe	126.77813	+17.32255	14.448	 5.170	 0.019	126.77813	+17.32255
131.8399900	+20.6560600	    661789971381262592	Praesepe	131.83999	+20.65606	15.143	 5.588	 0.024	131.83999	+20.65606
131.9245800	+20.6448100	    661787222602191616	Praesepe	131.92458	+20.64481	16.411	 5.682	 0.065	131.92458	+20.64481
132.2140100	+20.9042400	    661892015508042368	Praesepe	132.21401	+20.90424	18.422	 5.525	 0.047	132.21401	+20.90424
131.5079900	+20.5341400	    661775845232285312	Praesepe	131.50799	+20.53414	18.659	 5.371	 0.025	131.50799	+20.53414
131.8293500	+21.1838800	    661960739280845568	Praesepe	131.82935	+21.18388	17.700	 5.207	 0.034	131.82935	+21.18388
131.4971500	+20.2193500	    661749525673249280	Praesepe	131.49715	+20.21935	18.776	 5.321	 0.042	131.49715	+20.21935
131.3675500	+20.3953300	    661767843709723776	Praesepe	131.36755	+20.39533	 8.451	 5.531	 0.048	131.36755	+20.39533
131.3581500	+20.4228900	    661768771422658816	Praesepe	131.35815	+20.42289	14.148	 5.238	 0.021	131.35815	+20.42289
131.2674400	+20.3576800	    661766778557840000	Praesepe	131.26744	+20.35768	10.244	 5.481	 0.051	131.26744	+20.35768
131.2804600	+20.3949200	    661767293953914240	Praesepe	131.28046	+20.39492	11.719	 5.395	 0.047	131.28046	+20.39492
131.4410400	+20.4946800	    661775265413200640	Praesepe	131.44104	+20.49468	15.598	 5.575	 0.016	131.44104	+20.49468
131.5573800	+20.8568500	    661855735920427648	Praesepe	131.55738	+20.85685	13.605	 5.679	 0.024	131.55738	+20.85685
132.2602200	+21.5566400	    661997882157921664	Praesepe	132.26022	+21.55664	16.448	 5.313	 0.047	132.26022	+21.55664
132.6468100	+20.7103800	    661690736160492928	Praesepe	132.64681	+20.71038	17.464	 5.560	 0.038	132.64681	+20.71038
131.5542800	+20.7286300	    661806086098496000	Praesepe	131.55428	+20.72863	12.614	 5.350	 0.054	131.55428	+20.72863
131.5834000	+21.0088700	    661866451862557312	Praesepe	131.58340	+21.00887	17.976	 5.368	 0.012	131.58340	+21.00887
131.4489800	+20.7128800	    661829588159547392	Praesepe	131.44898	+20.71288	17.238	 5.504	 0.038	131.44898	+20.71288
131.4008100	+21.2558100	    661885766331653248	Praesepe	131.40081	+21.25581	15.589	 5.532	 0.063	131.40081	+21.25581
131.1780500	+20.9629900	    661851612751722880	Praesepe	131.17805	+20.96299	16.829	 5.310	 0.057	131.17805	+20.96299
131.0758800	+20.8300400	    661845840315682176	Praesepe	131.07588	+20.83004	17.593	 5.355	 0.045	131.07588	+20.83004
131.0511600	+20.7168600	    661838281173303808	Praesepe	131.05116	+20.71686	17.700	 5.411	 0.063	131.05116	+20.71686
131.7086700	+21.0201800	    661864566373175680	Praesepe	131.70867	+21.02018	12.734	 5.529	 0.020	131.70867	+21.02018
131.3109800	+20.9975300	    661872469112952704	Praesepe	131.31098	+20.99753	 9.393	 5.439	 0.040	131.31098	+20.99753
131.3768800	+20.5901100	    661779796602531712	Praesepe	131.37688	+20.59011	 9.720	 5.384	 0.016	131.37688	+20.59011
130.8414800	+20.7250100	    661841163095377024	Praesepe	130.84148	+20.72501	18.342	 5.522	 0.049	130.84148	+20.72501
131.3146900	+21.0599400	    661874461977774336	Praesepe	131.31469	+21.05994	16.351	 5.365	 0.059	131.31469	+21.05994
131.6733400	+20.6469700	    661800893481594240	Praesepe	131.67334	+20.64697	18.918	 5.378	 0.054	131.67334	+20.64697
131.4185400	+20.1737400	    661749048932896512	Praesepe	131.41854	+20.17374	16.246	 5.422	 0.042	131.41854	+20.17374
126.5557000	+16.9181900	    653021709747963520	Praesepe	126.55570	+16.91819	12.940	 5.325	 0.034	126.55570	+16.91819
129.3794000	+16.2697200	    657982392677845120	Praesepe	129.37940	+16.26972	18.404	 5.091	 0.008	129.37940	+16.26972
128.7331500	+16.3254700	    658041353988480512	Praesepe	128.73315	+16.32547	18.464	 5.288	 0.072	128.73315	+16.32547
129.9543400	+15.6823100	    657747990542414592	Praesepe	129.95434	+15.68231	19.331	 5.285	 0.057	129.95434	+15.68231
130.2266500	+16.0168400	    657785717535594112	Praesepe	130.22665	+16.01684	18.955	 5.174	 0.017	130.22665	+16.01684
129.1355200	+16.3839500	    658033215026842368	Praesepe	129.13552	+16.38395	14.625	 5.163	 0.014	129.13552	+16.38395
129.2642400	+19.1780500	    659763880689114240	Praesepe	129.26424	+19.17805	13.163	 5.753	 0.046	129.26424	+19.17805
129.7370500	+18.8580800	    659698219229186688	Praesepe	129.73705	+18.85808	15.887	 5.522	 0.009	129.73705	+18.85808
129.9168100	+18.8469600	    659684264879024128	Praesepe	129.91681	+18.84696	18.202	 5.322	 0.064	129.91681	+18.84696
129.5335500	+18.7415900	    659689865516277632	Praesepe	129.53355	+18.74159	17.917	 5.152	 0.081	129.53355	+18.74159
129.0878100	+18.8410100	    659721510835420544	Praesepe	129.08781	+18.84101	18.350	 5.087	 0.010	129.08781	+18.84101
129.6345200	+18.7813000	    659691656519169920	Praesepe	129.63452	+18.78130	16.125	 5.285	 0.050	129.63452	+18.78130
129.8305500	+18.6395500	    659674197475355392	Praesepe	129.83055	+18.63955	19.071	 5.521	 0.013	129.83055	+18.63955
129.2149800	+19.0763400	    659760650873719040	Praesepe	129.21498	+19.07634	13.344	 5.310	 0.056	129.21498	+19.07634
129.2237700	+18.4958000	    659656094190005376	Praesepe	129.22377	+18.49580	13.487	 5.314	 0.040	129.22377	+18.49580
128.6428200	+18.7990000	    659636406059748608	Praesepe	128.64282	+18.79900	16.054	 5.302	 0.079	128.64282	+18.79900
131.7802900	+17.7504900	    659879531271861504	Praesepe	131.78029	+17.75049	19.273	 5.074	 0.136	131.78029	+17.75049
129.3625700	+18.9766200	    659744295638254336	Praesepe	129.36257	+18.97662	16.084	 5.349	 0.030	129.36257	+18.97662
129.2342300	+18.9632700	    659724195191319936	Praesepe	129.23423	+18.96327	14.245	 5.288	 0.077	129.23423	+18.96327
129.5558100	+19.1415700	    659753126090987776	Praesepe	129.55581	+19.14157	17.635	 5.381	 0.035	129.55581	+19.14157
129.4091100	+18.4824300	    659645030354241536	Praesepe	129.40911	+18.48243	12.771	 5.342	 0.053	129.40911	+18.48243
129.2149500	+18.8386400	    659719419187699712	Praesepe	129.21495	+18.83864	17.478	 5.435	 0.014	129.21495	+18.83864
129.0790800	+18.9189800	    659734125155723008	Praesepe	129.07908	+18.91898	15.931	 5.625	 0.039	129.07908	+18.91898
129.7405000	+18.7751800	    659680072990872704	Praesepe	129.74050	+18.77518	16.570	 5.397	 0.087	129.74050	+18.77518
129.1777400	+18.8951900	    659722752082318976	Praesepe	129.17774	+18.89519	13.470	 5.379	 0.076	129.17774	+18.89519
129.6784300	+19.0606500	    659705984528609024	Praesepe	129.67843	+19.06065	18.889	 5.409	 0.062	129.67843	+19.06065
128.8986200	+18.9956700	    659739072957970176	Praesepe	128.89862	+18.99567	14.711	 5.274	 0.067	128.89862	+18.99567
129.3506600	+19.4169500	    659777074828577024	Praesepe	129.35066	+19.41695	14.976	 5.329	 0.048	129.35066	+19.41695
129.0501200	+18.7354600	    659713818550364160	Praesepe	129.05012	+18.73546	16.939	 5.433	 0.025	129.05012	+18.73546
128.9357000	+18.9605900	    659738179604773248	Praesepe	128.93570	+18.96059	17.514	 5.808	 0.015	128.93570	+18.96059
129.8587700	+18.8046800	    659685540485811072	Praesepe	129.85877	+18.80468	18.201	 5.499	 0.053	129.85877	+18.80468
129.8285700	+18.8100900	    659685231248166784	Praesepe	129.82857	+18.81009	16.659	 5.096	 0.082	129.82857	+18.81009
129.3841100	+18.8839300	    659742367196651392	Praesepe	129.38411	+18.88393	15.477	 5.192	 0.055	129.38411	+18.88393
128.6517600	+18.3980100	    659608295497452160	Praesepe	128.65176	+18.39801	14.474	 5.166	 0.035	128.65176	+18.39801
129.0943700	+19.1914300	    659766114072052608	Praesepe	129.09437	+19.19143	12.130	 5.404	 0.064	129.09437	+19.19143
129.1515800	+19.1851600	    659765220718853504	Praesepe	129.15158	+19.18516	14.082	 5.382	 0.069	129.15158	+19.18516
129.2252800	+18.7568100	    659716601689157760	Praesepe	129.22528	+18.75681	12.426	 5.386	 0.063	129.22528	+18.75681
129.8472400	+18.6655300	    659674614089018112	Praesepe	129.84724	+18.66553	17.709	 5.253	 0.023	129.84724	+18.66553
129.8476600	+18.6664300	    659674614089017984	Praesepe	129.84766	+18.66643	15.244	 5.297	 0.032	129.84766	+18.66643
129.0371400	+19.1585300	    659765598675979904	Praesepe	129.03714	+19.15853	16.113	 5.540	 0.055	129.03714	+19.15853
129.2038100	+19.3164200	    659774394768991744	Praesepe	129.20381	+19.31642	15.489	 5.692	 0.092	129.20381	+19.31642
129.0358400	+18.7474300	    659714024708794240	Praesepe	129.03584	+18.74743	14.254	 5.473	 0.027	129.03584	+18.74743
129.1961300	+18.5796500	    659661213791017600	Praesepe	129.19613	+18.57965	12.506	 4.980	 0.044	129.19613	+18.57965
129.8778000	+18.9481000	    659689109602230272	Praesepe	129.87780	+18.94810	17.859	 5.460	 0.050	129.87780	+18.94810
129.2019000	+19.2573600	    659768102641215744	Praesepe	129.20190	+19.25736	13.377	 5.415	 0.024	129.20190	+19.25736
129.8979100	+18.8768200	    659687498990893056	Praesepe	129.89791	+18.87682	10.581	 5.454	 0.037	129.89791	+18.87682
128.9171400	+18.7078300	    659713303154300288	Praesepe	128.91714	+18.70783	16.209	 5.204	 0.066	128.91714	+18.70783
129.3876600	+18.6542800	    659665096441437184	Praesepe	129.38766	+18.65428	10.532	 5.514	 0.043	129.38766	+18.65428
129.0098800	+19.0739700	    659741233329151744	Praesepe	129.00988	+19.07397	18.340	 5.607	 0.032	129.00988	+19.07397
129.0968100	+18.5450400	    659660316141171968	Praesepe	129.09681	+18.54504	19.295	 5.307	 0.006	129.09681	+18.54504
128.5749900	+18.4709200	    659621287774882176	Praesepe	128.57499	+18.47092	17.659	 5.348	 0.033	128.57499	+18.47092
