#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:30:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf282a85752	
#INFO	-out.max=9999	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=9999
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1a}&key:source=J/A+A/616/A10/tablea1a&HTTPPRM:&&-ref=VIZ5bf282a85752&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1a&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=pleiades&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=plx&-out=e_plx&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1a
#-source=J/A+A/616/A10/tablea1a
#-out=Source
#-out=Cluster
#Cluster=pleiades
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=plx
#-out=e_plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1a:
#Name: J/A+A/616/A10/tablea1a
#Title: Stars in nine open clusters within 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	plx	(F6.3)	? Optimized parallax (only in tablea1a.dat) (1)	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	? Uncertainty on optimized parallax (only in tablea1a.dat)	[ucd=stat.error;pos.parallax]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	mas	mas	deg	deg
     65135176205557888	Pleiades	055.72227	+23.51856	16.101	 7.551	 0.048	055.72227	+23.51856
     65175480179315840	Pleiades	056.36469	+23.63235	17.327	 7.532	 0.033	056.36469	+23.63235
     65088275162687104	Pleiades	055.75590	+23.49167	17.033	 7.575	 0.041	055.75590	+23.49167
     64940906245415808	Pleiades	057.08683	+23.42105	 5.413	 7.631	 0.064	057.08683	+23.42105
     65164171528305792	Pleiades	056.34254	+23.47152	12.208	 7.238	 0.021	056.34254	+23.47152
     65201039527567232	Pleiades	056.51159	+23.73719	12.136	 7.250	 0.022	056.51159	+23.73719
     65231486552803328	Pleiades	056.61376	+24.25481	 7.339	 7.191	 0.031	056.61376	+24.25481
     65188090203295744	Pleiades	056.27211	+23.70247	 8.881	 7.387	 0.035	056.27211	+23.70247
     66460225158376192	Pleiades	057.55256	+23.81342	17.804	 7.463	 0.050	057.55256	+23.81342
     66473728535654784	Pleiades	058.18461	+23.90402	18.021	 7.196	 0.090	058.18461	+23.90402
     66429232674604544	Pleiades	057.61403	+23.37902	16.569	 7.315	 0.041	057.61403	+23.37902
     66431775295228288	Pleiades	057.67568	+23.49240	17.747	 7.553	 0.062	057.67568	+23.49240
     66480944080770176	Pleiades	057.82037	+23.82641	12.096	 7.365	 0.044	057.82037	+23.82641
     66452047540860160	Pleiades	057.38017	+23.68864	16.830	 7.279	 0.046	057.38017	+23.68864
     66451497784867712	Pleiades	057.33962	+23.65158	15.814	 7.376	 0.059	057.33962	+23.65158
     66451429065390080	Pleiades	057.37428	+23.64852	16.800	 7.363	 0.064	057.37428	+23.64852
     66462939577861248	Pleiades	057.66706	+23.93285	10.157	 7.134	 0.022	057.66706	+23.93285
     66468918172339328	Pleiades	057.89280	+23.79704	17.091	 7.224	 0.032	057.89280	+23.79704
     66453181412027392	Pleiades	057.49021	+23.72433	17.732	 7.297	 0.034	057.49021	+23.72433
     66452769091505024	Pleiades	057.45992	+23.70539	11.341	 7.162	 0.023	057.45992	+23.70539
     66441323003146112	Pleiades	057.76374	+23.58323	17.563	 7.249	 0.056	057.76374	+23.58323
     66453490649681280	Pleiades	057.43147	+23.71166	 6.145	 7.478	 0.079	057.43147	+23.71166
     66445038154189952	Pleiades	057.79958	+23.74522	17.549	 7.256	 0.055	057.79958	+23.74522
     66471220274934272	Pleiades	057.98702	+23.90176	 9.922	 7.471	 0.044	057.98702	+23.90176
     66482868226100096	Pleiades	057.80039	+23.93244	14.096	 7.484	 0.005	057.80039	+23.93244
     66469742806047744	Pleiades	057.91338	+23.85492	17.115	 7.438	 0.052	057.91338	+23.85492
     66481837433947392	Pleiades	057.87484	+23.89904	13.037	 7.531	 0.032	057.87484	+23.89904
     66223585341377152	Pleiades	059.41233	+24.46198	18.793	 7.251	 0.090	059.41233	+24.46198
     66481734354737792	Pleiades	057.85568	+23.88918	13.485	 7.376	 0.032	057.85568	+23.88918
     66485582645439104	Pleiades	057.74244	+23.92836	16.743	 7.049	 0.019	057.74244	+23.92836
     66483795939004416	Pleiades	057.99317	+23.97189	16.681	 7.288	 0.073	057.99317	+23.97189
     66483761579269888	Pleiades	057.97943	+23.96155	16.620	 7.391	 0.027	057.97943	+23.96155
     66470567439742208	Pleiades	058.07804	+23.87670	17.258	 7.351	 0.059	058.07804	+23.87670
     66489259137570816	Pleiades	057.85178	+24.08718	12.793	 7.366	 0.032	057.85178	+24.08718
     66473178779856768	Pleiades	058.13899	+23.85174	16.503	 7.253	 0.029	058.13899	+23.85174
     66490977124308480	Pleiades	057.97517	+24.04736	17.186	 7.044	 0.074	057.97517	+24.04736
     66490977124308352	Pleiades	057.97466	+24.04752	15.674	 7.183	 0.054	057.97466	+24.04752
     66280248847432192	Pleiades	059.77636	+25.05541	15.377	 7.476	 0.057	059.77636	+25.05541
     61519672735818880	Pleiades	052.86821	+21.82171	 8.767	 7.813	 0.033	052.86821	+21.82171
     61484174830107776	Pleiades	052.21831	+21.80738	17.517	 7.327	 0.083	052.21831	+21.80738
     61554650949438208	Pleiades	053.27437	+22.13405	11.200	 7.463	 0.022	053.27437	+22.13405
     69218418793157632	Pleiades	052.20036	+25.57567	16.167	 6.921	 0.088	052.20036	+25.57567
     69409424578948608	Pleiades	053.95961	+25.70560	15.876	 7.445	 0.028	053.95961	+25.70560
     69351219182301184	Pleiades	053.55617	+25.42359	16.963	 7.372	 0.024	053.55617	+25.42359
     69448899622936704	Pleiades	054.54263	+26.12575	19.824	 7.282	 0.054	054.54263	+26.12575
     69461784523819904	Pleiades	053.76969	+25.84656	18.207	 7.326	 0.067	053.76969	+25.84656
     69486733990130048	Pleiades	053.67316	+26.15744	17.663	 7.302	 0.017	053.67316	+26.15744
     69470206956077056	Pleiades	053.99969	+26.02551	17.353	 6.823	 0.042	053.99969	+26.02551
     69400010010608768	Pleiades	054.35069	+25.72213	14.565	 7.576	 0.014	054.35069	+25.72213
     69260990509512192	Pleiades	053.31001	+24.83543	16.967	 7.929	 0.008	053.31001	+24.83543
     69485978075890176	Pleiades	053.68502	+26.09580	12.849	 6.838	 0.009	053.68502	+26.09580
     69250235911393408	Pleiades	053.50763	+24.88071	10.720	 7.148	 0.035	053.50763	+24.88071
     69335619861034752	Pleiades	052.81657	+25.25526	 8.077	 7.587	 0.011	052.81657	+25.25526
     69294319455655808	Pleiades	053.98363	+25.36636	15.178	 7.436	 0.041	053.98363	+25.36636
     69294010218010240	Pleiades	054.02224	+25.35082	16.445	 7.643	 0.027	054.02224	+25.35082
     69502298951642496	Pleiades	054.40714	+26.35100	16.714	 7.745	 0.030	054.40714	+26.35100
     68161921261591808	Pleiades	055.42678	+23.91570	18.628	 7.305	 0.101	055.42678	+23.91570
     68046133239891584	Pleiades	053.78928	+24.23871	14.374	 7.477	 0.021	053.78928	+24.23871
     68334617603435648	Pleiades	055.10875	+24.53682	16.958	 7.083	 0.008	055.10875	+24.53682
     68051390279853824	Pleiades	053.00208	+23.77464	13.320	 7.198	 0.008	053.00208	+23.77464
     68356367317952128	Pleiades	055.16567	+24.73559	17.274	 7.566	 0.042	055.16567	+24.73559
     68356367317952256	Pleiades	055.16690	+24.73569	15.635	 7.578	 0.025	055.16690	+24.73569
     68261053403709312	Pleiades	055.57465	+24.11589	17.054	 7.309	 0.061	055.57465	+24.11589
     68150861722174848	Pleiades	054.86597	+23.89480	11.310	 7.322	 0.025	054.86597	+23.89480
     68348155340347776	Pleiades	055.10089	+24.58431	15.197	 7.254	 0.028	055.10089	+24.58431
     68254245878512384	Pleiades	054.80623	+24.46633	10.219	 7.079	 0.028	054.80623	+24.46633
     68265588889169664	Pleiades	055.51203	+24.20991	15.295	 7.376	 0.024	055.51203	+24.20991
     68238543478364032	Pleiades	055.06643	+24.37524	18.223	 7.268	 0.042	055.06643	+24.37524
     68261946756899456	Pleiades	055.64161	+24.18339	17.721	 7.286	 0.081	055.64161	+24.18339
     68322145018429952	Pleiades	056.05810	+24.77920	10.597	 7.315	 0.017	056.05810	+24.77920
     68364643718417280	Pleiades	055.49867	+24.70494	18.485	 6.729	 0.034	055.49867	+24.70494
     68162028637205888	Pleiades	055.33071	+23.86147	16.917	 7.099	 0.022	055.33071	+23.86147
     68265279651517056	Pleiades	055.60961	+24.23536	16.290	 7.406	 0.033	055.60961	+24.23536
     68183331674900864	Pleiades	055.10681	+24.09989	16.897	 7.753	 0.030	055.10681	+24.09989
     68294309333614720	Pleiades	055.81715	+24.37433	19.026	 7.505	 0.146	055.81715	+24.37433
     68183125516472320	Pleiades	055.11010	+24.08977	15.538	 6.766	 0.017	055.11010	+24.08977
     68199270297901952	Pleiades	054.79117	+23.98112	18.674	 7.339	 0.018	054.79117	+23.98112
     68175806892217216	Pleiades	054.94318	+23.98124	15.559	 7.324	 0.021	054.94318	+23.98124
     68170721650939264	Pleiades	055.07859	+23.90638	16.689	 7.536	 0.023	055.07859	+23.90638
     68232191222851456	Pleiades	055.02969	+24.21746	17.728	 7.501	 0.033	055.02969	+24.21746
     68345956317106688	Pleiades	055.01510	+24.50064	15.747	 7.956	 0.024	055.01510	+24.50064
     68236795427794816	Pleiades	054.88473	+24.26687	16.151	 7.242	 0.058	054.88473	+24.26687
     68152820227358720	Pleiades	055.26256	+23.72249	15.810	 7.415	 0.029	055.26256	+23.72249
     68174191984522368	Pleiades	054.92806	+23.90756	16.321	 7.430	 0.044	054.92806	+23.90756
     68232603539842944	Pleiades	054.98011	+24.21490	17.725	 7.716	 0.044	054.98011	+24.21490
     68310561489710336	Pleiades	055.72974	+24.49288	 9.363	 7.232	 0.051	055.72974	+24.49288
     68263145050803840	Pleiades	055.50162	+24.17007	18.598	 7.470	 0.035	055.50162	+24.17007
     68145707761492608	Pleiades	054.96121	+23.76441	17.816	 7.100	 0.048	054.96121	+23.76441
     68296886313838848	Pleiades	056.01485	+24.50405	10.529	 7.356	 0.072	056.01485	+24.50405
     68284104491279872	Pleiades	055.55626	+24.31368	17.888	 7.231	 0.081	055.55626	+24.31368
     68327402058399232	Pleiades	055.86761	+24.89180	15.988	 7.315	 0.042	055.86761	+24.89180
     68322454256073344	Pleiades	056.04572	+24.81260	17.060	 7.300	 0.063	056.04572	+24.81260
     68334235349446528	Pleiades	055.12811	+24.48712	11.512	 7.224	 0.060	055.12811	+24.48712
     68323485048225152	Pleiades	055.96738	+24.84142	13.754	 7.314	 0.046	055.96738	+24.84142
     68185221460637824	Pleiades	055.19303	+24.15699	16.612	 7.336	 0.030	055.19303	+24.15699
     68117635855255168	Pleiades	054.91129	+23.38884	16.627	 7.339	 0.045	054.91129	+23.38884
     68296650092601088	Pleiades	055.93220	+24.48754	15.174	 7.460	 0.045	055.93220	+24.48754
     68120418994061312	Pleiades	054.92139	+23.47301	17.213	 7.245	 0.025	054.92139	+23.47301
     68310359628169088	Pleiades	056.08556	+24.77266	10.851	 7.287	 0.030	056.08556	+24.77266
     68390417818463872	Pleiades	055.61508	+25.04683	12.372	 7.140	 0.038	055.61508	+25.04683
     68267680536205440	Pleiades	055.67468	+24.19928	13.883	 6.825	 0.054	055.67468	+24.19928
     68195598101454336	Pleiades	054.51024	+23.90966	16.526	 7.373	 0.032	054.51024	+23.90966
     68378563708730624	Pleiades	055.61947	+25.01660	15.290	 7.570	 0.025	055.61947	+25.01660
     68279225408437888	Pleiades	055.46464	+24.32412	18.998	 7.200	 0.063	055.46464	+24.32412
     68395606138958592	Pleiades	055.40530	+25.14227	16.786	 7.570	 0.027	055.40530	+25.14227
     68222119524026112	Pleiades	054.52893	+24.24862	18.138	 7.651	 0.099	054.52893	+24.24862
     68129764842889600	Pleiades	055.14330	+23.68241	10.698	 7.423	 0.008	055.14330	+23.68241
     68300326584600448	Pleiades	055.92983	+24.54880	17.257	 6.852	 0.006	055.92983	+24.54880
     68395399980532864	Pleiades	055.39058	+25.11332	15.998	 7.200	 0.019	055.39058	+25.11332
     68186114813689344	Pleiades	055.25169	+24.22627	17.049	 7.241	 0.016	055.25169	+24.22627
     68295481861500928	Pleiades	055.98213	+24.42621	13.783	 7.577	 0.026	055.98213	+24.42621
     68390830135333504	Pleiades	055.50016	+25.02961	16.004	 7.249	 0.016	055.50016	+25.02961
     68097020012324352	Pleiades	053.53056	+24.34425	 9.427	 7.293	 0.023	053.53056	+24.34425
     68262973252098304	Pleiades	055.47065	+24.12342	17.256	 7.392	 0.049	055.47065	+24.12342
     68354374452892160	Pleiades	055.00785	+24.77372	16.356	 7.582	 0.029	055.00785	+24.77372
     68303728198686080	Pleiades	056.07950	+24.58826	16.426	 7.415	 0.025	056.07950	+24.58826
     68308882159427840	Pleiades	056.10673	+24.68117	15.467	 7.744	 0.030	056.10673	+24.68117
     68303487680516224	Pleiades	056.10958	+24.58951	11.258	 7.433	 0.024	056.10958	+24.58951
     68303659479211776	Pleiades	056.04008	+24.58938	15.890	 7.197	 0.065	056.04008	+24.58938
     68167835432980480	Pleiades	055.36209	+24.01719	15.540	 7.345	 0.010	055.36209	+24.01719
     68192093408157568	Pleiades	054.37952	+23.76852	17.649	 6.977	 0.017	054.37952	+23.76852
     68398732874994944	Pleiades	054.12636	+24.01199	11.988	 7.040	 0.015	054.12636	+24.01199
     68323966084583680	Pleiades	055.80059	+24.74575	15.678	 7.489	 0.041	055.80059	+24.74575
     68168419548529920	Pleiades	055.38009	+24.05674	17.175	 7.802	 0.035	055.38009	+24.05674
     68141408498321280	Pleiades	054.64379	+23.67272	17.166	 7.322	 0.020	054.64379	+23.67272
     68233531252642432	Pleiades	055.11240	+24.23715	16.507	 7.446	 0.025	055.11240	+24.23715
     68254765570883712	Pleiades	054.69069	+24.46758	17.365	 7.474	 0.043	054.69069	+24.46758
     68156290560900480	Pleiades	055.27187	+23.83736	18.026	 7.299	 0.029	055.27187	+23.83736
     68306099020642432	Pleiades	056.00122	+24.55680	 8.028	 7.428	 0.016	056.00122	+24.55680
     68367190635351936	Pleiades	055.63011	+24.82249	17.336	 7.485	 0.032	055.63011	+24.82249
     68317609532996480	Pleiades	055.76236	+24.66956	11.690	 7.463	 0.031	055.76236	+24.66956
     68314414077327744	Pleiades	055.80453	+24.65525	14.913	 7.183	 0.043	055.80453	+24.65525
     68319529381881344	Pleiades	055.87463	+24.65640	17.587	 7.709	 0.037	055.87463	+24.65640
     68291977168100480	Pleiades	055.51383	+24.53689	15.276	 7.192	 0.025	055.51383	+24.53689
     68147391388599808	Pleiades	054.95000	+23.84895	15.766	 7.714	 0.026	054.95000	+23.84895
     68162921990400256	Pleiades	055.34541	+23.92991	16.277	 7.239	 0.048	055.34541	+23.92991
     68381793524163968	Pleiades	055.41607	+24.87487	17.476	 7.571	 0.030	055.41607	+24.87487
     68268165869533568	Pleiades	055.73575	+24.22918	17.129	 7.527	 0.046	055.73575	+24.22918
     68268303308484224	Pleiades	055.75532	+24.24774	17.569	 7.359	 0.040	055.75532	+24.24774
     68045583484082048	Pleiades	053.74721	+24.20446	14.565	 7.615	 0.022	053.74721	+24.20446
     68364544933829376	Pleiades	055.51592	+24.71254	13.590	 7.695	 0.085	055.51592	+24.71254
     68145776480904064	Pleiades	054.95217	+23.76760	17.290	 7.637	 0.027	054.95217	+23.76760
     68363411064150272	Pleiades	055.58985	+24.66448	13.853	 7.414	 0.017	055.58985	+24.66448
     68120728231661824	Pleiades	054.87176	+23.49918	13.679	 7.459	 0.025	054.87176	+23.49918
     68282837477714816	Pleiades	055.41178	+24.38575	17.668	 7.213	 0.048	055.41178	+24.38575
     68294554148575232	Pleiades	055.90390	+24.39379	13.649	 7.313	 0.024	055.90390	+24.39379
     68364682374473856	Pleiades	055.46807	+24.69917	17.204	 7.979	 0.018	055.46807	+24.69917
     68298093201624960	Pleiades	055.83579	+24.44292	17.360	 7.470	 0.084	055.83579	+24.44292
     68310359628169472	Pleiades	056.09137	+24.76821	12.572	 7.397	 0.047	056.09137	+24.76821
     68142374866825216	Pleiades	054.64260	+23.71854	17.213	 7.501	 0.035	054.64260	+23.71854
     68283421593270400	Pleiades	055.34360	+24.39755	17.594	 7.424	 0.028	055.34360	+24.39755
     68266787183070976	Pleiades	055.70470	+24.17087	15.774	 7.393	 0.085	055.70470	+24.17087
     67368868438779392	Pleiades	057.85075	+26.05301	15.433	 7.460	 0.051	057.85075	+26.05301
     67618285777617664	Pleiades	053.88216	+22.82339	 9.730	 7.543	 0.031	053.88216	+22.82339
     67540495331120128	Pleiades	058.99977	+26.99978	16.954	 7.298	 0.043	058.99977	+26.99978
     67527885307288192	Pleiades	059.21518	+26.80724	16.389	 7.261	 0.021	059.21518	+26.80724
     67381787700522240	Pleiades	058.39805	+26.11880	17.030	 7.317	 0.111	058.39805	+26.11880
     67373094686549632	Pleiades	058.05557	+26.14344	15.594	 7.356	 0.035	058.05557	+26.14344
     67376633739588352	Pleiades	058.05503	+26.19581	14.880	 7.766	 0.004	058.05503	+26.19581
     67576332537157888	Pleiades	053.13743	+22.30326	17.102	 7.055	 0.059	053.13743	+22.30326
     67429856973800960	Pleiades	059.19420	+26.34996	17.410	 7.911	 0.029	059.19420	+26.34996
     67349764424286848	Pleiades	057.98975	+25.80852	16.251	 7.930	 0.057	057.98975	+25.80852
     67369658709673344	Pleiades	057.98934	+25.99867	 7.633	 7.456	 0.004	057.98934	+25.99867
     67352066526730240	Pleiades	058.16220	+25.84025	16.201	 7.405	 0.062	058.16220	+25.84025
     67368353042978560	Pleiades	057.82486	+26.02266	17.078	 7.162	 0.098	057.82486	+26.02266
     67368834079044224	Pleiades	057.82803	+26.05416	16.931	 7.401	 0.040	057.82803	+26.05416
     63327682168301952	Pleiades	056.87979	+21.18072	16.899	 7.925	 0.058	056.87979	+21.18072
     63237655357422336	Pleiades	057.54054	+20.69826	19.166	 7.025	 0.023	057.54054	+20.69826
     63081799584947712	Pleiades	056.19716	+19.92809	18.084	 7.012	 0.165	056.19716	+19.92809
     63296380446670080	Pleiades	056.62396	+21.03785	16.717	 8.183	 0.051	056.62396	+21.03785
     63391174669006080	Pleiades	055.62382	+20.81090	16.436	 7.594	 0.092	055.62382	+20.81090
     63289920815872256	Pleiades	056.58068	+20.87959	11.310	 7.271	 0.024	056.58068	+20.87959
     63052048347383168	Pleiades	056.25702	+19.55918	 9.295	 7.210	 0.041	056.25702	+19.55918
     63144716561596288	Pleiades	055.62454	+20.14980	 8.348	 7.327	 0.026	055.62454	+20.14980
     63102694601689728	Pleiades	056.76592	+20.19569	13.805	 7.698	 0.019	056.76592	+20.19569
     63094894941091328	Pleiades	056.77370	+20.01018	17.433	 7.643	 0.098	056.77370	+20.01018
     63034902838166272	Pleiades	050.46363	+24.28067	14.368	 7.642	 0.019	050.46363	+24.28067
     63410622280810368	Pleiades	055.21285	+20.68799	18.122	 7.343	 0.092	055.21285	+20.68799
     63378981257953152	Pleiades	056.18699	+20.74780	 8.620	 7.215	 0.052	056.18699	+20.74780
     53251517094713728	Pleiades	060.29744	+22.17708	17.302	 7.994	 0.020	060.29744	+22.17708
     53335045618385536	Pleiades	059.84548	+22.57118	13.767	 7.406	 0.023	059.84548	+22.57118
     53296592774129920	Pleiades	059.45576	+22.14180	18.575	 7.677	 0.050	059.45576	+22.14180
     53416031520105088	Pleiades	060.03407	+22.53351	18.885	 7.096	 0.041	060.03407	+22.53351
     53227396558316416	Pleiades	059.86223	+21.80506	16.810	 7.776	 0.044	059.86223	+21.80506
     53174379482675456	Pleiades	061.30723	+22.30493	16.682	 7.425	 0.065	061.30723	+22.30493
     53212205256173824	Pleiades	059.87224	+21.66545	17.899	 7.079	 0.032	059.87224	+21.66545
     53356722315818368	Pleiades	060.67464	+22.47165	18.864	 7.632	 0.050	060.67464	+22.47165
     53341642688604416	Pleiades	060.45494	+22.16795	16.157	 7.928	 0.008	060.45494	+22.16795
     53206780715340032	Pleiades	059.70862	+21.61457	17.721	 7.479	 0.052	059.70862	+21.61457
     53258732639653760	Pleiades	059.99946	+22.09137	16.977	 6.770	 0.044	059.99946	+22.09137
     53255434104774272	Pleiades	060.04297	+22.03795	16.520	 7.904	 0.033	060.04297	+22.03795
     52707671154543360	Pleiades	062.16183	+21.79384	18.006	 7.157	 0.034	062.16183	+21.79384
     49809495943068288	Pleiades	059.45728	+18.56219	11.195	 7.707	 0.028	059.45728	+18.56219
    119580754333554176	Pleiades	053.60751	+28.65329	17.653	 7.871	 0.028	053.60751	+28.65329
    119443869432136192	Pleiades	053.08206	+28.06194	17.496	 7.474	 0.064	053.08206	+28.06194
    119400851039785600	Pleiades	053.69322	+27.92558	15.431	 7.179	 0.006	053.69322	+27.92558
    119520079331712896	Pleiades	054.18390	+28.55027	12.191	 7.204	 0.042	054.18390	+28.55027
    119499665350704384	Pleiades	054.19372	+28.25156	17.786	 7.729	 0.035	054.19372	+28.25156
     64215125490886656	Pleiades	055.20586	+21.21524	16.594	 7.302	 0.026	055.20586	+21.21524
     64160940185240064	Pleiades	057.57336	+22.93289	17.599	 7.053	 0.070	057.57336	+22.93289
     64346070453848320	Pleiades	055.64858	+21.84144	14.735	 7.986	 0.036	055.64858	+21.84144
     64401389632616960	Pleiades	055.34784	+22.03152	16.920	 7.189	 0.014	055.34784	+22.03152
     64163242287720448	Pleiades	057.42177	+22.94451	18.515	 7.265	 0.012	057.42177	+22.94451
     64276315888567424	Pleiades	054.62432	+21.56489	12.389	 7.333	 0.044	054.62432	+21.56489
     64232271000313472	Pleiades	055.15765	+21.40612	17.218	 7.336	 0.048	055.15765	+21.40612
     64456262134709376	Pleiades	055.61385	+22.57340	15.761	 7.173	 0.044	055.61385	+22.57340
     64272128296706432	Pleiades	054.30139	+21.46796	12.041	 7.353	 0.019	054.30139	+21.46796
     64331123967672448	Pleiades	055.63799	+21.70450	16.277	 7.442	 0.019	055.63799	+21.70450
     64136063734692224	Pleiades	057.36104	+22.84836	16.413	 7.360	 0.038	057.36104	+22.84836
     64387439578878208	Pleiades	055.19923	+21.72259	18.207	 7.460	 0.036	055.19923	+21.72259
     64131150292139648	Pleiades	057.15692	+22.76912	13.872	 7.283	 0.016	057.15692	+22.76912
     64453685154291968	Pleiades	055.43785	+22.46706	17.767	 7.508	 0.043	055.43785	+22.46706
     64298271761308032	Pleiades	055.04998	+21.80872	18.893	 6.820	 0.024	055.04998	+21.80872
     64317998547641344	Pleiades	055.60008	+21.47328	 9.706	 7.747	 0.029	055.60008	+21.47328
     64148738180119680	Pleiades	057.69189	+22.93048	12.558	 7.288	 0.006	057.69189	+22.93048
     64128294135554688	Pleiades	057.02388	+22.63578	16.412	 7.314	 0.045	057.02388	+22.63578
     64250477365329536	Pleiades	054.53675	+21.24680	14.176	 7.439	 0.009	054.53675	+21.24680
     64445988572906752	Pleiades	055.22943	+22.34952	15.112	 7.242	 0.009	055.22943	+22.34952
     64313222543810560	Pleiades	054.80510	+21.84306	 7.256	 7.059	 0.004	054.80510	+21.84306
     64259518272776576	Pleiades	054.76464	+21.42209	16.832	 7.550	 0.016	054.76464	+21.42209
     64145577084935296	Pleiades	057.56435	+22.77208	19.305	 7.363	 0.049	057.56435	+22.77208
     64433924008996224	Pleiades	055.77718	+22.29689	18.178	 7.523	 0.079	055.77718	+22.29689
     64438841747360768	Pleiades	055.74906	+22.42407	13.370	 7.360	 0.033	055.74906	+22.42407
     64174546641593984	Pleiades	057.66223	+23.21723	15.417	 7.274	 0.035	057.66223	+23.21723
     64449321467581056	Pleiades	055.50707	+22.39061	16.445	 7.605	 0.043	055.50707	+22.39061
     64450283540250240	Pleiades	055.51651	+22.42672	11.359	 7.140	 0.021	055.51651	+22.42672
     64430939007563520	Pleiades	055.54426	+22.30139	17.554	 8.075	 0.029	055.54426	+22.30139
     64438184617001472	Pleiades	055.73440	+22.37725	17.863	 7.401	 0.058	055.73440	+22.37725
     64172038380708224	Pleiades	057.58886	+23.09615	11.165	 7.485	 0.007	057.58886	+23.09615
     64168705486089216	Pleiades	057.61603	+23.06513	16.997	 7.154	 0.039	057.61603	+23.06513
     64380636350588544	Pleiades	055.87980	+22.15818	10.229	 7.424	 0.024	055.87980	+22.15818
     64441143849872512	Pleiades	055.41199	+22.27774	16.588	 7.395	 0.043	055.41199	+22.27774
     64129294866302336	Pleiades	056.97574	+22.65695	16.907	 7.572	 0.060	056.97574	+22.65695
     64157023175179776	Pleiades	057.83246	+23.06765	17.645	 7.180	 0.047	057.83246	+23.06765
     64449729487990912	Pleiades	055.60019	+22.42095	10.203	 7.250	 0.018	055.60019	+22.42095
     64297485783636352	Pleiades	055.04380	+21.74586	16.467	 8.142	 0.036	055.04380	+21.74586
     64346276612274816	Pleiades	055.68489	+21.85345	17.002	 7.607	 0.011	055.68489	+21.85345
     64453887017111808	Pleiades	055.45675	+22.49341	17.796	 7.446	 0.052	055.45675	+22.49341
     65281239453865856	Pleiades	056.37603	+24.31245	14.628	 7.443	 0.065	056.37603	+24.31245
     65277975278721408	Pleiades	056.41779	+24.28891	16.803	 7.396	 0.088	056.41779	+24.28891
     65393698877913728	Pleiades	058.60168	+22.68891	17.066	 7.262	 0.037	058.60168	+22.68891
     65282098447322752	Pleiades	056.35336	+24.34578	16.236	 7.053	 0.031	056.35336	+24.34578
     65544538129847936	Pleiades	059.33059	+23.46033	17.220	 7.089	 0.044	059.33059	+23.46033
     65244435877629824	Pleiades	056.11637	+23.99978	17.887	 7.303	 0.089	056.11637	+23.99978
     65285633203088768	Pleiades	056.11466	+24.23792	16.824	 8.035	 0.026	056.11466	+24.23792
     65392801227714048	Pleiades	058.63124	+22.65030	18.904	 7.203	 0.088	058.63124	+22.65030
     65293368441513344	Pleiades	056.07404	+24.44619	15.421	 7.286	 0.014	056.07404	+24.44619
     65241863193865856	Pleiades	056.05066	+23.87689	16.551	 7.307	 0.013	056.05066	+23.87689
     65330099002345216	Pleiades	059.02430	+22.43927	12.867	 7.670	 0.029	059.02430	+22.43927
     65294429297360000	Pleiades	056.28626	+24.40249	18.867	 7.200	 0.059	056.28626	+24.40249
