#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-12-05T08:37:38 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5c0785e20a08
#INFO	-out.max=9999
#INFO	queryParameters=30
#-oc.form=dec
#-out.max=9999
#-out.add=_RAJ,_DEJ
#-nav=cat:J/ApJ/839/92&tab:{J/ApJ/839/92/table1}&key:source=J/ApJ/839/92/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/839/92/table1
#-order=I
#-out=EPIC
#-out=RAJ2000
#-out=DEJ2000
#-out=Ksmag
#-out=V-Ks
#-out=PPer
#-out=SPer
#-out=LC
#-out=S/M
#-out=DD
#-out=DDmov
#-out=Shch
#-out=Beat
#-out=CPeak
#-out=Close
#-out=Res
#-out=RV
#-out=C
#-out=Simbad
#Simbad=Simbad
#

#RESOURCE=yCat_18390092
#Name: J/ApJ/839/92
#Title: Praesepe members with K2 light curve data (Rebull+, 2017)
#Table	J_ApJ_839_92_table1:
#Name: J/ApJ/839/92/table1
#Title: Periods and supporting data for Praesepe members with K2 light curves
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	EPIC	(I9)	Ecliptic Plane Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ksmag	(F5.2)	[6/15.4]? Apparent Ks band Vega magnitude (1)	[ucd=phot.mag;em.IR.K]
#Column	V-Ks	(F5.2)	[0.3/7.8]? The (V-Ks) color index (2)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	PPer	(F7.4)	[0.04/34.3]? Primary period taken to be the rotation period	[ucd=time.period]
#Column	SPer	(F7.4)	[0.04/24.6]? Secondary period	[ucd=time.period]
#Column	LC	(F6.3)	[0/0.3]? LC used as best (4)	[ucd=time.period]
#Column	S/M	(a9)	Single or multi-period star indicator (5)	[ucd=meta.note]
#Column	DD	(A3)	Double-dip LC indicator (163 "yes")	[ucd=meta.code]
#Column	DDmov	(A3)	Moving double-dip LC indicator (121 "yes")	[ucd=meta.code]
#Column	Shch	(A3)	Shape changer indicator (297 "yes")	[ucd=meta.code]
#Column	Beat	(A3)	Full LC has beating visible indicator (77 "yes") (6)	[ucd=meta.code]
#Column	CPeak	(A3)	Complex, structured peak and/or wide peak indicator (68 "yes") (6)	[ucd=meta.code]
#Column	Close	(A3)	Resolved close periods indicator (68 "yes") (6)	[ucd=meta.code]
#Column	Res	(A3)	Resolved distant periods indicator (71 "yes") (6)	[ucd=meta.code]
#Column	RV	(I3)	Display the new Keck radial velocity measured for this star (table 12) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	C	(I3)	Link to other data from this paper (tables 4-6, 9-11) for this star [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
deg	deg	 	"h:m:s"	"d:m:s"	mag	mag	d	d	d
_RAJ2000	_DEJ2000	EPIC	RAJ2000	DEJ2000	Ksmag	V-Ks	PPer	SPer	LC	S/M	DD	DDmov	Shch	Beat	CPeak	Close	Res	RV	C	Simbad
129.3599167	+19.4868889	211950941	08 37 26.38	+19 29 12.8	10.83	 2.98	12.2687	       	 0.029	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3599583	+19.1321111	211927213	08 37 26.39	+19 07 55.6	11.19	 3.53	14.7906	       	 0.041	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3627083	+18.9766667	211916756	08 37 27.05	+18 58 36.0	12.47	 4.80	23.8186	       	 0.013	single   	yes	no 	yes	no 	no 	no 	no 	  0	  1	Simbad
129.3627500	+18.8109444	211905676	08 37 27.06	+18 48 39.4	13.47	 5.25	 1.1188	       	 0.034	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3647500	+19.6175278	211959522	08 37 27.54	+19 37 03.1	 9.81	 1.85	 8.8734	       	 0.023	single   	yes	yes	yes	no 	no 	no 	no 	  0	  1	Simbad
129.3662083	+19.9035000	211978157	08 37 27.89	+19 54 12.6	12.53	 4.94	 1.7868	       	 0.038	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3664167	+19.5625278	211955820	08 37 27.94	+19 33 45.1	 8.46	 1.27	 3.6189	 6.6047	 0.004	multi    	no 	no 	no 	yes	yes	yes	yes	  0	  1	Simbad
129.3674583	+19.1623056	211929178	08 37 28.19	+19 09 44.3	 8.40	 1.07	 0.8405	 0.8194	 0.001	multi    	no 	no 	no 	yes	yes	yes	no 	  0	  1	Simbad
129.3685833	+20.6079167	212021253	08 37 28.46	+20 36 28.5	11.49	 3.91	 7.2379	       	 0.071	single   	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.3725000	+18.6931944	211897713	08 37 29.40	+18 41 35.5	13.15	 4.81	       	       	      	timescale	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.3793333	+19.1039444	211925371	08 37 31.04	+19 06 14.2	10.77	 3.22	13.1039	       	 0.014	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3814583	+22.8665278	212142153	08 37 31.55	+22 51 59.5	12.01	 4.66	34.2175	       	 0.006	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3833750	+16.9598889	211774926	08 37 32.01	+16 57 35.6	13.09	 5.08	 1.9022	       	 0.057	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3842917	+18.8839444	211910532	08 37 32.23	+18 53 02.2	12.04	 4.09	20.7767	       	 0.008	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3851250	+19.5216111	211953263	08 37 32.43	+19 31 17.8	11.79	 4.41	 1.7991	       	 0.029	single   	yes	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3877083	+20.6694444	212025000	08 37 33.05	+20 40 10.0	13.68	 5.17	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3877917	+18.6543056	211895099	08 37 33.07	+18 39 15.5	 9.28	 1.41	 7.3144	       	 0.010	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.3904167	+19.3109722	211939094	08 37 33.70	+19 18 39.5	12.02	 4.68	 0.9534	       	 0.021	single   	yes	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3908750	+20.0136667	211985076	08 37 33.81	+20 00 49.2	 7.95	 0.74	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3957083	+18.9354722	211914072	08 37 34.97	+18 56 07.7	12.85	 4.53	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.3960833	+20.2240278	211998178	08 37 35.06	+20 13 26.5	11.36	 4.01	15.5714	       	 0.010	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4007917	+19.4318333	211947247	08 37 36.19	+19 25 54.6	10.60	 3.07	11.5693	       	 0.004	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4010000	+19.2650556	211936017	08 37 36.24	+19 15 54.2	10.76	 2.71	11.9169	       	 0.019	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4033333	+18.6112778	211892173	08 37 36.80	+18 36 40.6	14.13	 6.35	 0.4864	       	 0.064	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4052917	+21.8068333	212088961	08 37 37.27	+21 48 24.6	14.20	 5.79	 0.5954	       	 0.076	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4191667	+19.5508889	211955047	08 37 40.60	+19 33 03.2	12.80	 5.00	32.0641	       	 0.053	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4195833	+19.5184167	211953002	08 37 40.70	+19 31 06.3	 7.66	 0.59	 0.0872	 0.1219	 0.010	multi    	no 	no 	no 	no 	no 	yes	no 	  0	  0	Simbad
129.4254167	+16.4355000	211737793	08 37 42.10	+16 26 07.8	14.02	 5.58	 1.4447	       	 0.046	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4265000	+19.1337500	211927313	08 37 42.36	+19 08 01.5	 8.58	 1.24	 3.0773	 3.3031	 0.002	multi    	no 	no 	no 	yes	yes	yes	no 	  0	  1	Simbad
129.4433333	+19.5992778	211958260	08 37 46.40	+19 35 57.4	10.24	 2.05	 9.4200	       	 0.020	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4442083	+19.4383333	211947686	08 37 46.61	+19 26 18.0	 9.28	 1.39	 5.9339	       	 0.028	single   	no 	no 	yes	no 	no 	no 	no 	  0	  1	Simbad
129.4448333	+19.2671944	211936163	08 37 46.76	+19 16 01.9	 6.16	 0.71	 0.0825	       	 0.004	single   	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.4455000	+19.1821667	211930492	08 37 46.92	+19 10 55.8	12.31	 4.43	21.7757	       	 0.021	single   	yes	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4474583	+19.1068611	211925552	08 37 47.39	+19 06 24.7	10.20	 2.08	 9.3611	       	 0.017	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4546250	+17.2550000	211795614	08 37 49.11	+17 15 18.0	11.39	 3.85	15.9450	       	 0.012	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4550417	+20.7852222	212031837	08 37 49.21	+20 47 06.8	14.58	 5.89	 1.6343	       	 0.048	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4555000	+19.9628889	211981954	08 37 49.32	+19 57 46.4	14.22	 6.23	 0.2796	 0.4112	 0.042	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.4575833	+19.5140833	211952707	08 37 49.82	+19 30 50.7	11.78	 4.05	15.1348	       	 0.031	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4576667	+20.7946389	212032381	08 37 49.84	+20 47 40.7	13.78	 5.67	 1.7156	       	 0.045	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4581250	+19.8913333	211977390	08 37 49.95	+19 53 28.8	 9.33	 2.05	 6.7890	       	 0.027	single   	no 	no 	yes	yes	no 	no 	no 	  0	  3	Simbad
129.4660417	+19.4148333	211946055	08 37 51.85	+19 24 53.4	10.62	 2.30	17.4593	       	 0.003	single   	no 	no 	yes	no 	no 	no 	no 	  0	  1	Simbad
129.4670417	+19.9871944	211983461	08 37 52.09	+19 59 13.9	 9.69	 1.57	 7.9332	       	 0.014	multi    	yes	yes	yes	no 	yes	no 	no 	  0	  1	Simbad
129.4747083	+22.2931111	212113749	08 37 53.93	+22 17 35.2	12.69	 4.65	10.9105	       	 0.015	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4773333	+20.1367500	211992843	08 37 54.56	+20 08 12.3	11.82	 4.09	18.6868	       	 0.019	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.4786667	+19.4860278	211950886	08 37 54.88	+19 29 09.7	12.90	 5.02	 4.5398	       	 0.029	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4876250	+19.2361944	211934056	08 37 57.03	+19 14 10.3	10.04	 1.80	 9.0816	       	 0.023	multi    	no 	no 	yes	yes	yes	yes	no 	  0	  0	Simbad
129.4880000	+19.4638611	211949413	08 37 57.12	+19 27 49.9	12.77	 5.03	 1.3341	       	 0.024	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4885833	+22.6820556	212133159	08 37 57.26	+22 40 55.4	13.15	 5.18	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.4897917	+18.9731111	211916505	08 37 57.55	+18 58 23.2	13.85	 6.05	 0.2312	       	 0.044	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5025417	+18.9646944	211915940	08 38 00.61	+18 57 52.9	12.35	 5.11	17.7581	       	 0.010	single   	yes	no 	no 	no 	no 	no 	no 	  1	  0	Simbad
129.5047083	+19.9786111	211982945	08 38 01.13	+19 58 43.0	12.86	 5.46	 0.5372	       	 0.028	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5056667	+20.5415278	212017273	08 38 01.36	+20 32 29.5	13.88	 5.98	 1.0867	 0.4031	 0.021	multi    	no 	no 	no 	no 	no 	yes	yes	  0	  0	Simbad
129.5102917	+20.6212222	212022062	08 38 02.47	+20 37 16.4	14.01	 5.83	 1.0913	       	 0.037	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5188750	+17.2564722	211795706	08 38 04.53	+17 15 23.3	14.52	 6.26	 1.1380	       	 0.043	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5192500	+20.6597778	212024396	08 38 04.62	+20 39 35.2	13.14	 5.09	16.6434	       	 0.051	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5243750	+20.1228056	211991949	08 38 05.85	+20 07 22.1	14.07	 5.68	 2.0227	       	 0.041	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5279583	+20.1623333	211994382	08 38 06.71	+20 09 44.4	13.98	 5.56	 0.4497	       	 0.025	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5281667	+19.5715833	211956421	08 38 06.76	+19 34 17.7	13.39	 5.31	20.3237	       	 0.018	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5291667	+18.6640000	211895744	08 38 07.00	+18 39 50.4	12.56	 5.24	 2.3806	       	 0.007	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5295833	+17.3105556	211799551	08 38 07.10	+17 18 38.0	11.81	 4.12	18.5184	       	 0.013	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.5298333	+17.7823889	211832848	08 38 07.16	+17 46 56.6	12.12	 4.63	 0.8985	       	 0.040	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5304167	+20.4487778	212011731	08 38 07.30	+20 26 55.6	12.04	 4.44	20.9370	       	 0.035	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5315833	+19.9878611	211983499	08 38 07.58	+19 59 16.3	 9.90	 2.18	 8.9763	       	 0.022	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.5321667	+17.0506667	211781289	08 38 07.72	+17 03 02.4	 8.70	 1.07	 0.6141	 0.4084	 0.001	multi    	no 	no 	no 	yes	no 	yes	no 	  0	  0	Simbad
129.5333333	+20.0640278	211988223	08 38 08.00	+20 03 50.5	13.48	 5.25	 1.1647	       	 0.050	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5337083	+18.7416389	211901010	08 38 08.09	+18 44 29.9	13.81	 5.58	 0.4720	       	 0.031	single   	yes	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5337083	+20.4395000	212011152	08 38 08.09	+20 26 22.2	 9.93	 1.79	 9.1716	       	 0.012	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.5340417	+20.4461111	212011557	08 38 08.17	+20 26 46.0	12.02	 4.40	21.6255	       	 0.027	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.5517917	+20.1340556	211992683	08 38 12.43	+20 08 02.6	14.02	 5.55	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5557083	+20.3957500	212008544	08 38 13.37	+20 23 44.7	12.16	 4.23	26.2632	       	 0.012	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.5568333	+17.2543611	211795569	08 38 13.64	+17 15 15.7	11.31	 3.18	       	       	      	timescale	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.5592083	+19.7898056	211970874	08 38 14.21	+19 47 23.3	10.91	 3.87	16.2925	       	 0.012	single   	yes	yes	yes	no 	yes	no 	no 	  0	  0	Simbad
129.5594167	+19.3653889	211942703	08 38 14.26	+19 21 55.4	 9.19	 1.69	 7.2257	 9.5535	 0.007	multi    	no 	no 	yes	yes	yes	no 	no 	  0	  1	Simbad
129.5624583	+20.5678333	212018902	08 38 14.99	+20 34 04.2	 9.72	 1.62	 9.3952	       	 0.016	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.5689583	+18.9913056	211917723	08 38 16.55	+18 59 28.7	12.57	 4.67	29.4875	       	 0.010	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.5706250	+20.3097778	212003318	08 38 16.95	+20 18 35.2	13.24	 6.48	 2.7768	       	 0.012	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5863333	+21.4405833	212069197	08 38 20.72	+21 26 26.1	14.76	 6.90	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5891250	+20.4480833	212011680	08 38 21.39	+20 26 53.1	11.50	 3.79	16.0621	       	 0.011	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.5895417	+20.1373611	211992880	08 38 21.49	+20 08 14.5	13.54	 5.96	 0.2356	 0.2238	 0.024	multi    	no 	no 	no 	no 	no 	yes	no 	  0	  0	Simbad
129.5902500	+18.6110833	211892153	08 38 21.66	+18 36 39.9	10.18	 3.10	27.2247	       	 0.013	single   	no 	no 	yes	no 	no 	no 	no 	  0	  1	Simbad
129.5911250	+20.0932222	211990019	08 38 21.87	+20 05 35.6	13.89	 6.01	 0.4121	       	 0.030	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5953750	+21.4334722	212068782	08 38 22.89	+21 26 00.5	14.13	 5.85	 1.8929	       	 0.043	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.5994167	+20.7280000	212028430	08 38 23.86	+20 43 40.8	11.30	 3.20	15.2159	       	 0.012	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.6012083	+20.1060556	211990866	08 38 24.29	+20 06 21.8	 9.18	 1.37	 4.2552	 4.6043	 0.013	multi    	no 	no 	yes	yes	yes	yes	no 	  0	  1	Simbad
129.6035833	+16.9767500	211776073	08 38 24.86	+16 58 36.3	12.35	 4.56	       	       	      	timescale	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.6057083	+18.9416111	211914465	08 38 25.37	+18 56 29.8	11.73	 4.98	 4.6967	 1.1250	 0.007	multi    	no 	no 	no 	yes	no 	yes	yes	  0	  0	Simbad
129.6057083	+20.3558333	212006108	08 38 25.37	+20 21 21.0	14.03	 5.54	 3.1588	       	 0.036	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6155417	+19.7654444	211969273	08 38 27.73	+19 45 55.6	11.77	 4.26	17.6420	       	 0.064	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6174583	+21.5461111	212074908	08 38 28.19	+21 32 46.0	10.20	 3.11	13.8226	       	 0.008	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.6234583	+19.8624722	211975510	08 38 29.63	+19 51 44.9	10.93	 3.10	11.7804	       	 0.013	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.6347083	+18.7813333	211903709	08 38 32.33	+18 46 52.8	12.53	 4.67	13.5071	       	 0.009	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.6367500	+19.7738056	211969807	08 38 32.82	+19 46 25.7	12.01	 4.26	18.1597	       	 0.007	single   	yes	yes	yes	no 	no 	no 	no 	  0	  1	Simbad
129.6395000	+22.6763889	212132877	08 38 33.48	+22 40 35.0	13.92	 5.23	 0.8564	 1.6773	 0.013	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.6421667	+20.7747778	212031189	08 38 34.12	+20 46 29.2	13.36	 5.35	 2.2085	       	 0.022	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6551250	+19.0211111	211919747	08 38 37.23	+19 01 16.0	10.61	 3.13	12.7555	       	 0.040	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6561667	+19.2579444	211935558	08 38 37.48	+19 15 28.6	12.40	 5.25	 0.5186	       	 0.037	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6577500	+19.9897500	211983602	08 38 37.86	+19 59 23.1	 7.61	 0.53	 0.0514	 0.0575	 0.001	multi    	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6627500	+20.1707778	211994910	08 38 39.06	+20 10 14.8	12.28	 4.94	 0.7384	       	 0.045	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6630833	+17.4968056	211812724	08 38 39.14	+17 29 48.5	13.96	 5.68	 0.6078	       	 0.028	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6664583	+17.9058056	211841807	08 38 39.95	+17 54 20.9	13.94	 5.33	 2.0070	       	 0.021	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6678333	+17.9331944	211843786	08 38 40.28	+17 55 59.5	14.55	 6.09	 0.7027	       	 0.036	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6679167	+17.5805278	211818650	08 38 40.30	+17 34 49.9	13.00	 5.28	 0.2759	       	 0.007	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6720000	+19.9964167	211984058	08 38 41.28	+19 59 47.1	14.27	 6.01	 0.6962	       	 0.036	single   	yes	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6727083	+19.4217222	211946518	08 38 41.45	+19 25 18.2	11.19	 3.38	14.3182	       	 0.034	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6733333	+19.5716667	211956426	08 38 41.60	+19 34 18.0	13.96	 5.54	 0.6074	       	 0.115	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6737083	+18.5712500	211889413	08 38 41.69	+18 34 16.5	14.67	 6.14	 1.3923	19.2487	 0.050	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.6808333	+17.9380000	211844142	08 38 43.40	+17 56 16.8	14.09	 5.65	 0.3981	       	 0.024	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.6830000	+19.2940000	211938003	08 38 43.92	+19 17 38.4	11.96	 4.80	 0.3637	 0.3151	 0.023	multi    	no 	no 	no 	yes	no 	yes	no 	  0	  0	Simbad
129.6903750	+20.6621944	212024554	08 38 45.69	+20 39 43.9	13.60	 5.32	 1.3398	 0.6706	 0.023	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.6920833	+20.5767778	212019439	08 38 46.10	+20 34 36.4	10.31	 2.13	 9.3682	       	 0.019	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.6956250	+19.5009167	211951863	08 38 46.95	+19 30 03.3	 8.22	 0.78	 0.5125	 0.5950	 0.001	multi    	no 	no 	no 	no 	no 	yes	no 	  0	  0	Simbad
129.6994583	+21.7592778	212086391	08 38 47.87	+21 45 33.4	13.53	 5.97	 0.7733	       	 0.058	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7006667	+16.5321944	211744621	08 38 48.16	+16 31 55.9	15.09	 7.33	       	       	      	timescale	no 	no 	no 	no 	no 	no 	no 	  0	  1	Simbad
129.7083333	+20.0676111	211988454	08 38 50.00	+20 04 03.4	 9.37	 1.43	 5.9093	 8.5138	 0.003	multi    	no 	no 	yes	no 	yes	no 	no 	  0	  1	Simbad
129.7110000	+21.3853056	212066114	08 38 50.64	+21 23 07.1	13.20	 5.61	 4.2888	 0.4631	 0.013	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.7113333	+19.4150278	211946063	08 38 50.72	+19 24 54.1	12.33	 4.71	21.5812	       	 0.013	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.7126250	+19.3093056	211938988	08 38 51.03	+19 18 33.5	13.04	 6.71	 1.0879	 0.5438	 0.011	multi    	no 	no 	no 	no 	no 	yes	yes	  0	  0	Simbad
129.7126250	+19.8505833	211974724	08 38 51.03	+19 51 02.1	12.36	 5.08	33.1746	       	 0.020	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.7230417	+19.5713611	211956407	08 38 53.53	+19 34 16.9	10.97	 3.19	13.2909	       	 0.002	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7257083	+19.8623333	211975504	08 38 54.17	+19 51 44.4	14.35	 5.58	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7281667	+20.7880000	212031993	08 38 54.76	+20 47 16.8	14.06	 5.87	 1.1639	       	 0.027	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7298750	+20.2191389	211997888	08 38 55.17	+20 13 08.9	12.55	 5.06	 0.9711	       	 0.051	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7302500	+19.2838056	211937293	08 38 55.26	+19 17 01.7	11.74	 4.18	18.1973	       	 0.032	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7311250	+19.8426111	211974178	08 38 55.47	+19 50 33.4	13.58	 5.21	 1.6990	       	 0.028	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7319167	+17.2526389	211795467	08 38 55.66	+17 15 09.5	12.71	 4.84	       	       	      	         	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7357917	+20.8577222	212036187	08 38 56.59	+20 51 27.8	13.12	 5.71	 0.7683	 1.1867	 0.014	multi    	no 	no 	no 	no 	no 	no 	yes	  0	  0	Simbad
129.7372500	+18.8581944	211908826	08 38 56.94	+18 51 29.5	12.16	 4.87	24.8265	       	 0.021	single   	yes	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.7384167	+20.1815278	211995540	08 38 57.22	+20 10 53.5	10.72	 3.21	11.6881	       	 0.014	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.7406667	+18.7752500	211903302	08 38 57.76	+18 46 30.9	12.71	 5.13	 2.7076	       	 0.019	single   	no 	no 	yes	no 	no 	no 	no 	  0	  0	Simbad
129.7430000	+19.6137500	211959273	08 38 58.32	+19 36 49.5	11.04	 2.70	13.3949	       	 0.021	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
129.7577083	+17.8557500	211838068	08 39 01.85	+17 51 20.7	11.77	 4.13	18.8731	       	 0.075	single   	no 	no 	no 	no 	no 	no 	no 	  0	  0	Simbad
129.7595000	+19.3262222	211940093	08 39 02.28	+19 19 34.4	10.26	 2.07	 9.7645	       	 0.013	single   	yes	yes	yes	no 	no 	no 	no 	  0	  0	Simbad
