#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-17T10:14:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b4dc16c1ff7
#INFO	-out.max=1000
#INFO	queryParameters=25
#-oc.form=dec
#-out.max=1000
#-out.add=_RAJ,_DEJ
#-nav=cat:J/MNRAS/459/1060&tab:{J/MNRAS/459/1060/table2}&key:source=J/MNRAS/459/1060&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/459/1060/table2
#-order=I
#-out=EPIC
#-out=IDX
#-out=Class
#-out=Cat
#-out=Period
#-out=FVI
#-out=Std
#-out=Stdc
#-out=RAJ2000
#-out=DEJ2000
#-out=N16
#N16=N16
#-out=H16
#H16=H16
#-out=SimbadName
#

#RESOURCE=yCat_74591060
#Name: J/MNRAS/459/1060
#Title: M67 variable stars from Kepler/K2-Campaign-5 (Gonzalez, 2016)
#Table	J_MNRAS_459_1060_table2:
#Name: J/MNRAS/459/1060/table2
#Title: Various data for the stars in our working sample
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	EPIC	(I9)	K2 Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	IDX	(A6)	Other identifier	[ucd=meta.id]
#Column	Class	(A2)	Class (1)	[ucd=src.class]
#Column	Cat	(A5)	Category (2)	[ucd=meta.code]
#Column	Period	(F9.6)	Period derived from periodogram d	[ucd=time.period]
#Column	FVI	(F6.2)	Flux variability index	[ucd=meta.code;src.var.index]
#Column	Std	(F7.3)	Standard deviation of flux values mmag	[ucd=stat.stdev;phot.mag]
#Column	Stdc	(F7.3)	Corrected standard deviation mmag	[ucd=stat.stdev;phot.mag]
#Column	RAJ2000	(F10.6)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	N16	(A3)	Display the Nardillo et al. (2016, Cat. J/MNRAS/455/2337) data	[ucd=meta.ref.url]
#Column	H16	(A3)	Display the Huber et al. (2016, Cat. J/ApJS/224/2) data	[ucd=meta.ref.url]
#Column	SimbadName	(a22)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	EPIC	IDX	Class	Cat	Period	FVI	Std	Stdc	RAJ2000	DEJ2000	N16	H16	SimbadName
133.09460306	11.81388111	211411477	S1602 	SM	rot  	14.67574	2.35	0.739	0.669	133.094603	11.813881	N16	H16	EPIC 211411477
132.488035	11.81424111	211411505	S377  	SN	mult 	22.284025	2.95	0.141	0.133	132.488035	11.814241	N16	H16	EPIC 211411505
132.888425	11.81425611	211411508	M5951 	SM	mult 	24.157696	72.51	6.846	6.845	132.888425	11.814256	N16	H16	Cl* NGC 2682 MMJ 5951
133.23438611	11.81496694	211411553	S1713 	SM	mult 	12.464415	3.17	0.267	0.253	133.234386	11.814967	N16	H16	EPIC 211411553
132.36560889	11.81588	211411611	      	  	mult 	26.942936	1.13	33.732	15.544	132.365609	11.81588	N16	H16
132.59900389	11.81594306	211411616	S619  	SN	rot  	25.790697	2.25	0.354	0.317	132.599004	11.815943	N16	H16	EPIC 211411616
133.19374	11.81604694	211411621	S1714 	SM	mult 	15.237948	4.27	1.277	1.242	133.19374	11.816047	N16	H16	EPIC 211411621
133.092595	11.81747194	211411722	S1604 	BM	mult 	31.16486	2.6	0.963	0.889	133.092595	11.817472	N16	H16	EPIC 211411722
133.18502806	11.81747194	211411723	      	M 	rot  	13.38349	3.67	2.622	2.522	133.185028	11.817472	N16	H16	EPIC 211411723
132.37316611	11.81888194	211411821	      	  	rot  	28.160461	1.27	13.425	8.287	132.373166	11.818882	N16	H16	EPIC 211411821
132.58385306	11.81974111	211411894	S485  	SM	mult 	26.923534	3.23	0.516	0.49	132.583853	11.819741	N16	H16	EPIC 211411894
133.15525306	11.81993694	211411909	      	N 	mult 	44.79183	2.64	4.513	4.177	133.155253	11.819937	N16	H16	EPIC 211411909
132.70811389	11.82020389	211411922	S774  	SM	none 	15.567862	3.26	0.336	0.32	132.708114	11.820204	N16	H16	EPIC 211411922
133.16449306	11.82159194	211412010	      	M 	mult 	23.653378	2.4	5.524	5.022	133.164493	11.821592	N16	H16	EPIC 211412010
132.82725694	11.82262889	211412077	S1034 	SM	none 	15.778082	10.38	0.97	0.966	132.827257	11.822629	N16	H16	Cl* NGC 2682 SAND 1034
132.86727694	11.82429389	211412192	S1036 	BM	mult 	0.220718	410.33	42.202	42.202	132.867277	11.824294	N16	H16	EPIC 211412192
132.95812111	11.82532	211412252	S1268 	SM	rot  	26.673843	2.82	0.262	0.245	132.958121	11.82532	N16	H16	EPIC 211412252
132.54874	11.82537611	211412257	      	N 	mult 	44.79183	4.57	3.065	2.991	132.54874	11.825376	N16	H16	EPIC 211412257
132.595145	11.83003194	211412571	      	M 	rot  	15.529067	2.14	3.343	2.954	132.595145	11.830032	N16	H16	EPIC 211412571
133.14456306	11.83357111	211412796	      	  	rot  	20.775158	2.5	165.73	151.893	133.144563	11.833571	N16	H16
132.90585389	11.8348	211412877	S1275 	SM	mult 	22.883999	3.5	0.319	0.306	132.905854	11.8348	N16	H16	Cl* NGC 2682 SAND 1275
133.11392306	11.83555806	211412931	      	  	rot  	30.086538	2.11	26.744	23.552	133.113923	11.835558	N16	H16	EPIC 211412931
132.41018889	11.83610611	211412968	      	  	mult 	40	3.3	33.3	31.73	132.410189	11.836106	N16	H16	EPIC 211412968
132.47221389	11.83914889	211413166	      	  	rot  	24.848026	1.2	33.267	18.298	132.472214	11.839149	N16	H16
132.55424694	11.83954611	211413201	S487  	SN	rot  	22.101421	2.63	2.071	1.916	132.554247	11.839546	N16	H16	EPIC 211413201
132.58989194	11.83976694	211413212	S622  	SM	rot  	24.267448	2.41	0.677	0.616	132.589892	11.839767	N16	H16	EPIC 211413212
132.62049806	11.84141389	211413327	      	M 	rot  	26.346855	2.32	6.684	6.03	132.620498	11.841414	N16	H16	EPIC 211413327
133.14787889	11.84281889	211413416	S1606 	SN	mult 	20.76362	4.31	0.619	0.602	133.147879	11.842819	N16	H16	EPIC 211413416
132.442115	11.84309889	211413430	S378  	SN	none 	22.35246	7.77	0.491	0.486	132.442115	11.843099	N16	H16	EPIC 211413430
133.26486806	11.84466306	211413518	      	  	mult 	12.52286	1.76	33.91	27.931	133.264868	11.844663	N16	H16
133.08915306	11.844945	211413537	S1607 	SM	mult 	14.409911	5.31	0.715	0.702	133.089153	11.844945	N16	H16	EPIC 211413537
132.38674611	11.84556806	211413575	      	  	none 	23.387068	2.7	30.099	27.964	132.386746	11.845568	N16	H16	EPIC 211413575
133.29132306	11.84713194	211413691	      	N 	rot  	12.256045	2.08	6.52	5.714	133.291323	11.847132	N16	H16	EPIC 211413691
132.55943306	11.84893389	211413793	F1727 	N 	mult 	26.63584	3.18	2.893	2.747	132.559433	11.848934	N16	H16	EPIC 211413793
132.90769694	11.84918	211413815	S1282 	BM	EB   	0.180235	838.42	123.768	123.768	132.907697	11.84918	N16	H16	EPIC 211413815
133.11762194	11.85158611	211413961	S1609 	SM	mult 	37.701046	2.96	1.149	1.082	133.117622	11.851586	N16	H16	EPIC 211413961
133.22520694	11.85320806	211414071	      	M 	mult 	33.241436	2.14	11.727	10.362	133.225207	11.853208	N16	H16	EPIC 211414071
132.95135611	11.85330111	211414081	S1285 	BM	rot  	33.21344	2.5	0.218	0.2	132.951356	11.853301	N16	H16	EPIC 211414081
132.62935194	11.85456389	211414156	      	M 	rot  	30.984081	2.01	2.442	2.119	132.629352	11.854564	N16	H16	EPIC 211414156
132.82821889	11.85518694	211414203	S1060 	SM	mult 	20.144676	2.63	0.287	0.265	132.828219	11.855187	N16	H16	EPIC 211414203
132.55126889	11.8568	211414329	S488  	SM	mult 	30.704203	344.15	4.063	4.063	132.551269	11.8568	N16	H16	EPIC 211414329
132.39441389	11.85713889	211414351	S258  	SN	mult 	5.237633	109.59	1.903	1.903	132.394414	11.857139	N16	H16	EPIC 211414351
133.11949306	11.857995	211414403	      	M 	rot  	22.998665	2.17	6.283	5.579	133.119493	11.857995	N16	H16	EPIC 211414403
133.07772194	11.85946389	211414485	S1610 	SN	mult 	25.370699	5.23	0.402	0.394	133.077722	11.859464	N16	H16	EPIC 211414485
133.08416306	11.86109	211414594	      	  	rot  	30.06235	1.64	43.989	34.926	133.084163	11.86109	N16	H16	EPIC 211414594
133.13840694	11.86132889	211414607	      	  	none 	10.054491	2.28	15.554	13.978	133.138407	11.861329	N16	H16	EPIC 211414607
133.13089889	11.86424889	211414799	S1612 	BM	rot  	9.087146	2.92	0.521	0.489	133.130899	11.864249	N16	H16	EPIC 211414799
132.597465	11.86625694	211414938	S625  	BM	mult 	21.843191	3.67	1.092	1.05	132.597465	11.866257	N16	H16	EPIC 211414938
133.22659194	11.86632194	211414941	      	  	mult 	29.148354	1.55	33.043	25.265	133.226592	11.866322	N16	H16	EPIC 211414941
132.87001	11.86665389	211414962	S1069 	SM	rot  	26.224838	3.83	0.356	0.344	132.87001	11.866654	N16	H16	EPIC 211414962
133.11646	11.86678889	211414974	      	M 	rot  	26.635841	3.14	7.258	6.88	133.11646	11.866789	N16	H16	EPIC 211414974
132.51944694	11.86856111	211415085	      	M 	rot  	28.61301	2.01	2.905	2.521	132.519447	11.868561	N16	H16	EPIC 211415085
133.20518806	11.86896111	211415109	S1720 	SM	none 	10.292516	2.47	0.383	0.35	133.205188	11.868961	N16	H16	EPIC 211415109
132.74231889	11.872875	211415364	S794  	SM	mult 	26.13319	4.33	0.424	0.413	132.742319	11.872875	N16	H16	EPIC 211415364
132.392425	11.87440889	211415469	      	  	none 	16.15996	2.72	21.224	19.733	132.392425	11.874409	N16	H16
132.54438694	11.87639111	211415591	      	M 	rot  	27.558544	2	2.086	1.806	132.544387	11.876391	N16	H16	EPIC 211415591
133.30504	11.87665611	211415610	      	  	mult 	12.332853	2.03	15.078	13.127	133.30504	11.876656	N16	H16
132.60144	11.87672389	211415618	S626  	SN	rot  	23.357847	1.91	0.913	0.778	132.60144	11.876724	N16	H16	EPIC 211415618
132.41216194	11.87784694	211415686	      	  	none 	23.155334	1.59	6.798	5.28	132.412162	11.877847	N16	H16	EPIC 211415686
132.481805	11.88109889	211415906	S382  	SN	mult 	19.723112	10.88	3.353	3.339	132.481805	11.881099	N16	H16	EPIC 211415906
133.14144389	11.882665	211416022	      	N 	rot  	31.773987	2.56	7.839	7.218	133.141444	11.882665	N16	H16	EPIC 211416022
132.78010889	11.88386611	211416111	S1077 	BM	mult 	1.358766	87.01	9.704	9.704	132.780109	11.883866	N16	H16	EPIC 211416111
132.50350806	11.88519611	211416203	      	  	rot  	24.173313	1.56	26.506	20.372	132.503508	11.885196	N16	H16
132.57241194	11.88692194	211416327	      	N 	mult 	28.008188	1.46	23.49	17.14	132.572412	11.886922	N16	H16	EPIC 211416327
133.18013806	11.88727	211416353	      	M 	rot  	24.964159	3.9	7.396	7.148	133.180138	11.88727	N16	H16	EPIC 211416353
132.40351389	11.88945889	211416496	S383  	BN	mult 	44.79183	146.36	6.002	6.002	132.403514	11.889459	N16	H16	EPIC 211416496
132.83670889	11.890565	211416577	S1082 	BM	EB   	0.533873	459.45	23.604	23.604	132.836709	11.890565	N16	H16	EPIC 211416577
132.63024806	11.89106889	211416616	      	M 	rot  	21.578465	2.16	3.192	2.829	132.630248	11.891069	N16	H16	EPIC 211416616
132.61953611	11.89170111	211416648	      	M 	rot  	32.977497	2.31	2.655	2.393	132.619536	11.891701	N16	H16	EPIC 211416648
132.50422389	11.89186389	211416659	      	  	rot  	26.904161	1.32	25.902	16.969	132.504224	11.891864	N16	H16
132.899075	11.89297	211416749	S1305 	SM	none 	12.744823	4.19	0.296	0.287	132.899075	11.89297	N16	H16	EPIC 211416749
132.44751611	11.89558306	211416921	      	  	rot  	25.199707	1.19	21.54	11.732	132.447516	11.895583	N16	H16	EPIC 211416921
132.49226806	11.89561611	211416925	      	M 	rot  	21.779573	1.8	5.515	4.584	132.492268	11.895616	N16	H16	EPIC 211416925
132.567905	11.89668111	211417004	S489  	SM	mult 	25.933805	4.05	0.425	0.412	132.567905	11.896681	N16	H16	EPIC 211417004
132.533095	11.89844806	211417107	      	  	none 	30.306013	1.86	16.109	13.569	132.533095	11.898448	N16	H16	EPIC 211417107
133.16034806	11.89893694	211417130	S1722 	SM	none 	19.049852	2.33	0.398	0.359	133.160348	11.898937	N16	H16	EPIC 211417130
133.30227889	11.901615	211417308	S1825 	SN	mult 	35.116245	2.4	0.501	0.456	133.302279	11.901615	N16	H16	EPIC 211417308
132.62689389	11.90296611	211417399	      	N 	rot  	25.081379	3.86	13.06	12.614	132.626894	11.902966	N16	H16
132.58387889	11.905085	211417559	      	M 	rot  	26.447435	3.09	11.529	10.907	132.583879	11.905085	N16	H16	EPIC 211417559
132.57661306	11.90668389	211417658	S491  	SM	mult 	23.475168	3.8	1.24	1.196	132.576613	11.906684	N16	H16	EPIC 211417658
132.57196889	11.907725	211417735	S492  	SN	rot  	27.51798	4.55	2.441	2.382	132.571969	11.907725	N16	H16	EPIC 211417735
132.92177806	11.90806	211417765	S1310 	SM	mult 	24.108343	4.78	0.487	0.476	132.921778	11.90806	N16	H16	EPIC 211417765
132.75073389	11.90891389	211417812	S806  	SM	rot  	22.01035	4.22	0.402	0.391	132.750734	11.908914	N16	H16	EPIC 211417812
132.61067806	11.90899111	211417817	      	M 	rot  	28.288294	1.62	7.727	6.079	132.610678	11.908991	N16	H16	EPIC 211417817
132.36206806	11.91159389	211417995	S263  	SN	none 	27.397	3.76	0.376	0.363	132.362068	11.911594	N16	H16	EPIC 211417995
133.15517111	11.91226694	211418038	      	N 	mult 	24.064407	3.35	5.535	5.282	133.155171	11.912267	N16	H16	EPIC 211418038
132.50470194	11.91244389	211418054	      	  	mult 	32.156555	1.24	10.381	6.105	132.504702	11.912444	N16	H16	EPIC 211418054
132.56883306	11.91293111	211418092	S493  	SN	mult 	41.7882	3.38	1.409	1.346	132.568833	11.912931	N16	H16	EPIC 211418092
132.59798889	11.913555	211418141	      	M 	rot  	21.932882	1.45	65.881	47.726	132.597989	11.913555	N16	H16
132.61688611	11.914045	211418176	S630  	SM	mult 	25.790697	3.08	0.696	0.658	132.616886	11.914045	N16	H16	EPIC 211418176
132.59519306	11.91634694	211418331	      	N 	rot  	21.259464	1.92	21.199	18.086	132.595193	11.916347	N16	H16	EPIC 211418331
132.38207806	11.916545	211418347	      	  	rot  	6.996986	2.38	26.557	24.095	132.382078	11.916545	N16	H16	EPIC 211418347
133.22993694	11.91689111	211418370	F5692 	SM	rot  	19.547821	2.65	2.506	2.321	133.229937	11.916891	N16	H16	EPIC 211418370
132.43904611	11.91846306	211418464	      	M 	rot  	14.371141	2.95	3.291	3.096	132.439046	11.918463	N16	H16	EPIC 211418464
132.62058611	11.92	211418561	      	  	none 	24.375603	2.4	10.316	9.379	132.620586	11.92	N16	H16
133.13549	11.92148806	211418661	      	  	rot  	28.656872	3.12	37.96	35.958	133.13549	11.921488	N16	H16
132.43791389	11.9217	211418682	      	M 	rot  	20.671782	1.92	5.812	4.958	132.437914	11.9217	N16	H16	EPIC 211418682
132.57616111	11.922545	211418744	S494  	SN	mult 	3.600488	32.89	0.753	0.753	132.576161	11.922545	N16	H16	EPIC 211418744
132.51001611	11.92355694	211418817	S495  	SN	none 	2.496048	44.76	0.643	0.643	132.510016	11.923557	N16	H16	Cl* NGC 2682 SAND 495
132.480045	11.923715	211418832	      	  	rot  	26.884817	1.34	16.928	11.235	132.480045	11.923715	N16	H16	EPIC 211418832
132.50408806	11.92935889	211419202	      	  	none 	42.646122	2.37	4.228	3.834	132.504088	11.929359	N16	H16	EPIC 211419202
133.26850611	11.93113889	211419331	      	  	rot  	20.612068	2.04	12.086	10.529	133.268506	11.931139	N16	H16
132.49225306	11.93144611	211419362	S387  	SN	mult 	29.99001	3.49	0.361	0.345	132.492253	11.931446	N16	H16	EPIC 211419362
132.51769806	11.93453694	211419560	      	  	rot  	1.740231	2.14	3.014	2.663	132.517698	11.934537	N16	H16	EPIC 211419560
132.49295194	11.93634389	211419666	      	M 	none 	23.925817	6.58	4.218	4.169	132.492952	11.936344	N16	H16	EPIC 211419666
132.47392694	11.93657306	211419683	      	  	none 	24.930866	1.11	74.536	31.923	132.473927	11.936573	N16	H16
133.15428194	11.94089806	211419979	S1728 	SN	rot  	27.825157	3.94	1.243	1.202	133.154282	11.940898	N16	H16	EPIC 211419979
132.58591	11.943515	211420174	      	N 	none 	26.112461	2.07	4.416	3.867	132.58591	11.943515	N16	H16	EPIC 211420174
132.46519611	11.94454111	211420247	      	M 	mult 	25.561487	3.02	9.337	8.811	132.465196	11.944541	N16	H16	EPIC 211420247
133.113225	11.94625889	211420353	      	  	rot  	30.628748	1.66	24.681	19.667	133.113225	11.946259	N16	H16
132.500105	11.94669111	211420394	S499  	SM	mult 	27.001307	2.71	0.423	0.393	132.500105	11.946691	N16	H16	EPIC 211420394
132.485965	11.94813389	211420497	S390  	SN	mult 	24.782148	3.04	0.401	0.379	132.485965	11.948134	N16	H16	EPIC 211420497
132.715955	11.94885194	211420549	S821  	BM	mult 	32.073803	3.21	0.316	0.3	132.715955	11.948852	N16	H16	EPIC 211420549
133.13843889	11.94983194	211420635	S1621 	SN	rot  	27.417091	2.81	0.8	0.748	133.138439	11.949832	N16	H16	EPIC 211420635
132.55603306	11.95319889	211420861	S500  	N 	mult 	41.7882	4.74	4.518	4.416	132.556033	11.953199	N16	H16	EPIC 211420861
132.54240806	11.95351306	211420874	      	M 	mult 	36.169304	2.21	3.624	3.233	132.542408	11.953513	N16	H16	EPIC 211420874
132.54830889	11.95451611	211420952	      	M 	mult 	0.245103	2.68	8.134	7.547	132.548309	11.954516	N16	H16	EPIC 211420952
132.60906306	11.95543111	211421022	S633  	BN	rot  	25.915829	1.91	0.479	0.408	132.609063	11.955431	N16	H16	EPIC 211421022
132.55469889	11.95814889	211421190	S501  	SN	mult 	28.482233	3.3	0.183	0.175	132.554699	11.958149	N16	H16	EPIC 211421190
133.171635	11.95928806	211421262	      	  	mult 	33.183964	2.7	21.703	20.156	133.171635	11.959288	N16	H16	EPIC 211421262
133.12988694	11.96040194	211421327	F5285 	SM	mult 	39.744884	2.96	2.463	2.318	133.129887	11.960402	N16	H16	EPIC 211421327
132.524495	11.96408111	211421577	S502  	SN	none 	5.683474	14.64	0.655	0.653	132.524495	11.964081	N16	H16	EPIC 211421577
133.22488	11.9641	211421578	      	  	mult 	28.678852	2.48	31.469	28.795	133.22488	11.9641	N16	H16	EPIC 211421578
133.15958	11.96482111	211421618	      	  	mult 	11.82577	2.13	4.279	3.777	133.15958	11.964821	N16	H16	EPIC 211421618
133.18228	11.9655	211421667	      	  	rot  	28.288296	1.67	26.738	21.418	133.18228	11.9655	N16	H16	EPIC 211421667
132.89751611	11.965695	211421683	S1323 	SM	mult 	17.288223	3.35	0.378	0.361	132.897516	11.965695	N16	H16	EPIC 211421683
133.19765194	11.96905889	211421905	S1731 	SM	mult 	28.990154	2.16	0.826	0.732	133.197652	11.969059	N16	H16	EPIC 211421905
132.57508389	11.97338194	211422199	      	M 	mult 	13.875171	2.31	1.832	1.651	132.575084	11.973382	N16	H16	EPIC 211422199
132.54111889	11.97603	211422366	      	N 	mult 	30.379885	2.33	4.849	4.38	132.541119	11.97603	N16	H16	EPIC 211422366
132.58814	11.97690194	211422418	S637  	BM	rot  	27.197714	2.06	1.057	0.924	132.58814	11.976902	N16	H16	EPIC 211422418
133.20171806	11.97901111	211422566	      	  	mult 	15.206961	2.89	17.755	16.659	133.201718	11.979011	N16	H16	EPIC 211422566
132.61185111	11.979155	211422579	      	  	mult 	28.67885	1.67	19.107	15.291	132.611851	11.979155	N16	H16	EPIC 211422579
132.44911	11.980715	211422676	S395  	SM	mult 	22.175295	2.78	0.387	0.361	132.44911	11.980715	N16	H16	EPIC 211422676
133.14851389	11.98116	211422704	S1624 	BM	rot  	19.609331	3.37	0.523	0.499	133.148514	11.98116	N16	H16	EPIC 211422704
132.63146	11.98133389	211422715	S638  	SN	mult 	26.280134	2.03	1.018	0.886	132.63146	11.981334	N16	H16	EPIC 211422715
132.50093611	11.98266806	211422813	      	M 	rot  	10.553986	1.6	6.962	5.43	132.500936	11.982668	N16	H16	EPIC 211422813
132.46351806	11.98368389	211422876	      	  	rot  	21.9974	1.17	27.22	14.054	132.463518	11.983684	N16	H16
133.13835	11.98368694	211422878	S1626 	SN	mult 	9.241832	16.36	1.423	1.42	133.13835	11.983687	N16	H16	EPIC 211422878
132.83959306	11.98466111	211422935	S1107 	SN	none 	36.169304	5.68	1.224	1.205	132.839593	11.984661	N16	H16	EPIC 211422935
132.58904389	11.9858	211423010	S640  	SM	mult 	44.79183	3.83	1.467	1.416	132.589044	11.9858	N16	H16	EPIC 211423010
132.42908889	11.98935694	211423258	      	  	mult 	30.528713	4.02	28.808	27.904	132.429089	11.989357	N16	H16	EPIC 211423258
133.30445	11.98968306	211423278	      	  	mult 	36.522606	2.01	9.564	8.29	133.30445	11.989683	N16	H16	EPIC 211423278
133.10891389	11.989965	211423302	S1627 	SM	rot  	29.057743	2.08	0.985	0.864	133.108914	11.989965	N16	H16	EPIC 211423302
133.29895306	11.991975	211423434	S1832 	SM	mult 	12.272136	2.4	0.247	0.224	133.298953	11.991975	N16	H16	EPIC 211423434
133.11111694	11.99349389	211423524	      	N 	rot  	31.45324	2.11	4.147	3.652	133.111117	11.993494	N16	H16	EPIC 211423524
132.48017694	11.99487194	211423623	      	M 	none 	33.125164	1.69	3.996	3.22	132.480177	11.994872	N16	H16	EPIC 211423623
132.44688111	11.99605	211423714	      	  	mult 	32.921005	1.29	21.79	13.686	132.446881	11.99605	N16	H16	EPIC 211423714
132.54144194	11.99832194	211423883	S505  	SM	mult 	36.594093	3.37	0.644	0.615	132.541442	11.998322	N16	H16	EPIC 211423883
133.30045	12.00476194	211424292	      	N 	rot  	27.23734	2.12	2.991	2.638	133.30045	12.004762	N16	H16	EPIC 211424292
133.20075806	12.00483611	211424300	F5577 	N 	mult 	27.866634	5.23	4.243	4.165	133.200758	12.004836	N16	H16	EPIC 211424300
133.30485194	12.00525694	211424343	F5925 	M 	mult 	14.98752	4.54	3.881	3.785	133.304852	12.005257	N16	H16	EPIC 211424343
133.1945	12.00652389	211424421	      	  	mult 	14.426591	1.95	12.832	11.011	133.1945	12.006524	N16	H16	EPIC 211424421
133.20525806	12.00660806	211424429	      	M 	rot  	27.497744	2.02	13.804	12	133.205258	12.006608	N16	H16	EPIC 211424429
132.467915	12.01504889	211424980	      	M 	rot  	15.665699	5.93	5.034	4.962	132.467915	12.015049	N16	H16	EPIC 211424980
133.08415889	12.01649306	211425084	S1632 	SN	mult 	30.18369	2.53	2.059	1.891	133.084159	12.016493	N16	H16	EPIC 211425084
133.10775	12.01808194	211425194	      	  	rot  	30.208075	1.69	55.31	44.554	133.10775	12.018082	N16	H16
133.15322	12.019225	211425270	S1734 	SN	rot  	14.589842	3.06	0.47	0.444	133.15322	12.019225	N16	H16	EPIC 211425270
133.22015194	12.02100889	211425363	      	M 	rot  	15.503312	2.24	2.439	2.183	133.220152	12.021009	N16	H16	EPIC 211425363
132.58039889	12.02213194	211425425	      	  	rot  	34.122772	1.98	16.287	14.057	132.580399	12.022132	N16	H16	EPIC 211425425
133.13640111	12.02389111	211425543	      	  	mult 	31.190857	3.57	18.771	18.021	133.136401	12.023891	N16	H16	EPIC 211425543
133.11138611	12.02472611	211425595	      	M 	mult 	15.344255	2.09	4.652	4.086	133.111386	12.024726	N16	H16	EPIC 211425595
133.05469611	12.02716889	211425760	      	M 	rot  	28.855915	2.35	2.432	2.201	133.054696	12.027169	N16	H16	EPIC 211425760
133.07828806	12.02830389	211425834	      	N 	rot  	18.493927	3.46	4.035	3.863	133.078288	12.028304	N16	H16	EPIC 211425834
133.20490694	12.02851111	211425841	      	  	mult 	28.6327	2.14	9.982	8.827	133.204907	12.028511	N16	H16	EPIC 211425841
133.02528	12.02936111	211425896	S1493 	M 	rot  	21.907183	3.06	2.149	2.031	133.02528	12.029361	N16	H16	EPIC 211425896
133.015835	12.02942	211425902	S1494 	SN	rot  	18.838694	2.56	2.167	1.995	133.015835	12.02942	N16	H16	EPIC 211425902
133.16018694	12.02952111	211425911	S1735 	SM	rot  	19.933409	1.88	1.571	1.329	133.160187	12.029521	N16	H16	EPIC 211425911
133.05041389	12.02969806	211425924	F4898 	SN	rot  	18.725477	3.23	1.721	1.636	133.050414	12.029698	N16	H16	EPIC 211425924
132.91846	12.03060806	211425984	S1338 	SN	mult 	11.965798	3.16	0.296	0.281	132.91846	12.030608	N16	H16	EPIC 211425984
132.99264194	12.03206389	211426069	S1496 	BN	mult 	36.169304	4.04	1.345	1.303	132.992642	12.032064	N16	H16	EPIC 211426069
133.24381611	12.03248694	211426101	      	  	none 	24.831526	2.12	9.276	8.183	133.243816	12.032487	N16	H16	EPIC 211426101
132.775505	12.03272194	211426122	      	N 	rot  	26.522476	1.53	3.495	2.644	132.775505	12.032722	N16	H16
132.60882694	12.03614889	211426352	S643  	SN	rot  	24.378204	2.95	0.754	0.709	132.608827	12.036149	N16	H16	EPIC 211426352
132.99342611	12.03858	211426502	      	M 	rot  	27.51798	2.28	12.27	11.023	132.993426	12.03858	N16	H16	EPIC 211426502
133.07050806	12.03886389	211426518	      	  	none 	17.232449	1.55	29.034	22.231	133.070508	12.038864	N16	H16	EPIC 211426518
133.27291889	12.039365	211426558	      	  	mult 	28.676634	2.43	17.372	15.835	133.272919	12.039365	N16	H16	EPIC 211426558
132.43819889	12.04086111	211426646	S397  	SN	none 	0.244456	3.02	0.469	0.443	132.438199	12.040861	N16	H16	EPIC 211426646
132.85201306	12.042055	211426730	      	  	rot  	27.040361	2.34	96.103	86.845	132.852013	12.042055	N16	H16	EPIC 211426730
132.5794	12.04369111	211426821	S507  	SN	mult 	26.84621	2.96	0.719	0.677	132.5794	12.043691	N16	H16	EPIC 211426821
132.66822611	12.04402194	211426841	S647  	SM	mult 	31.479721	2.78	0.511	0.476	132.668226	12.044022	N16	H16	EPIC 211426841
132.46943306	12.04502806	211426909	      	  	rot  	29.012648	1.67	10.225	8.177	132.469433	12.045028	N16	H16	EPIC 211426909
132.55758111	12.04597389	211426967	      	  	none 	23.563934	1.71	25.367	20.569	132.557581	12.045974	N16	H16	EPIC 211426967
133.20353806	12.046645	211426999	S1736 	SM	mult 	41.695	3.23	1.135	1.079	133.203538	12.046645	N16	H16	EPIC 211426999
132.41415806	12.04682611	211427009	F1029 	SM	mult 	16.042091	1.99	1.886	1.63	132.414158	12.046826	N16	H16	EPIC 211427009
133.03049	12.04747111	211427049	S1500 	SN	mult 	24.079905	7.28	5.901	5.845	133.03049	12.047471	N16	H16	EPIC 211427049
133.03225194	12.04842306	211427110	F4804 	N 	mult 	25.61402	14.39	11.933	11.904	133.032252	12.048423	N16	H16	EPIC 211427110
132.85543194	12.04902194	211427165	S1113 	BM	rot  	2.820888	565.19	85.344	85.344	132.855432	12.049022	N16	H16	EPIC 211427165
133.052945	12.04978111	211427210	S1501 	SN	rot  	28.266909	3.12	1.001	0.948	133.052945	12.049781	N16	H16	EPIC 211427210
